ra,dec,d
96.65117127,-14.18907093,1046.6989
96.62878282,-14.19089165,1045.4186
96.60644442,-14.19258021,1044.1372
96.5841561,-14.19413663,1042.8546
96.56182465,-14.19560367,1041.5708
96.53958648,-14.19702708,1040.2859
96.51739848,-14.19831842,1038.9997
96.49516743,-14.19952045,1037.7123
96.47298662,-14.20059046,1036.4237
96.45089918,-14.20161693,1035.134
96.42886204,-14.20251143,1033.8429
96.40687523,-14.20327401,1032.5507
96.38488858,-14.2040358,1031.2573
96.36290925,-14.20457728,1029.9626
96.34102341,-14.20507533,1028.6668
96.31923105,-14.20552997,1027.3696
96.29744615,-14.20576438,1026.0713
96.27566148,-14.2059981,1024.7716
96.25392735,-14.20610007,1023.4708
96.2323371,-14.20602765,1022.1687
96.21070415,-14.2058662,1020.8653
96.18916482,-14.20566147,1019.5607
96.16767614,-14.20532509,1018.2548
96.14614484,-14.20489972,1016.9477
96.12475756,-14.20430014,1015.6392
96.10342104,-14.20356899,1014.3295
96.08208492,-14.20283731,1013.0184
96.06079959,-14.2019741,1011.7062
96.0396584,-14.2009368,1010.3925
96.01847475,-14.19981065,1009.0777
95.99747822,-14.19859883,1007.7615
95.97639637,-14.19720984,1006.444
95.95540834,-14.19577782,1005.1253
95.93447128,-14.19421445,1003.8052
95.91367853,-14.19247717,1002.4838
95.89284346,-14.19065117,1001.1611
95.87219563,-14.18873967,999.837
95.85150552,-14.18673948,998.5117
95.83082364,-14.18451974,997.185
95.81032907,-14.18221457,995.8569
95.78988563,-14.17977824,994.5276
95.76944283,-14.17734164,993.1969
95.74910172,-14.17464305,991.8648
95.72885464,-14.17190168,990.5313
95.70861597,-14.16894094,989.1966
95.68847136,-14.16593747,987.8605
95.66847137,-14.16276046,986.523
95.64842932,-14.15949498,985.1841
95.62853193,-14.15605602,983.8439
95.60863529,-14.15261692,982.5023
95.58884059,-14.14891611,981.1593
95.56919062,-14.14504191,979.8149
95.54954144,-14.14116764,978.4692
95.52994368,-14.13716252,977.122
95.51049069,-14.13298408,975.7735
95.49108915,-14.12867486,974.4236
95.47183242,-14.12419238,973.0722
95.45253382,-14.11962165,971.7195
95.43338008,-14.11487772,970.3654
95.41427786,-14.1100031,969.0099
95.39522717,-14.10499781,967.6529
95.37636407,-14.09990764,966.2945
95.35750984,-14.09459861,964.9347
95.33874987,-14.08924722,963.5735
95.32009216,-14.08363455,962.2109
95.30152872,-14.07797956,960.8468
95.28297424,-14.07210582,959.4813
95.26460739,-14.06614732,958.1144
95.24629217,-14.06005834,956.746
95.2280286,-14.05383889,955.3762
95.20986739,-14.04735834,954.0049
95.19180049,-14.04083557,952.6322
95.1738786,-14.03413995,951.258
95.1560084,-14.02731395,949.8824
95.13824061,-14.02022696,948.5053
95.12056713,-14.01309782,947.1269
95.10294537,-14.00583836,945.7468
95.08546865,-13.99840615,944.3654
95.06804364,-13.99084367,942.9824
95.0507211,-13.98302031,941.598
95.03349287,-13.97515489,940.2121
95.0164097,-13.9671168,938.8248
94.99947156,-13.95890607,937.4359
94.98254259,-13.950477,936.0456
94.96570793,-13.94200591,934.6538
94.94897576,-13.93327409,933.2605
94.93243118,-13.92445785,931.8658
94.91589579,-13.91542335,930.4695
94.89954798,-13.90630446,929.0718
94.88320935,-13.89696733,927.6726
94.86701575,-13.88745771,926.2718
94.85096716,-13.87777561,924.8696
94.8349703,-13.86796346,923.4659
94.81911842,-13.85797886,922.0606
94.80341153,-13.84782182,920.6539
94.78775634,-13.83753477,919.2457
94.77220359,-13.82698719,917.836
94.75674505,-13.81639775,916.4247
94.74148217,-13.80550538,915.0119
94.72631348,-13.79457117,913.5977
94.71115393,-13.78341891,912.1819
94.69623251,-13.77205186,910.7646
94.68132022,-13.76046679,909.3457
94.66659527,-13.74879748,907.9254
94.65201515,-13.73695584,906.5036
94.63744412,-13.72489622,905.0801
94.62301788,-13.71266428,903.6553
94.6087364,-13.70026003,902.2288
94.59459965,-13.68768348,900.801
94.58060762,-13.67493462,899.3715
94.56662459,-13.66196784,897.9405
94.55292188,-13.6488744,896.508
94.53922815,-13.63556304,895.074
94.52567901,-13.6220794,893.6385
94.51223196,-13.60833542,892.2014
94.49897192,-13.59450721,890.7628
94.48572076,-13.58046112,889.3227
94.47270721,-13.5662003,887.8811
94.4597025,-13.55172161,886.4379
94.44697777,-13.53711623,884.9933
94.43426181,-13.52229297,883.5471
94.42169017,-13.50729744,882.0994
94.40935592,-13.49208715,880.6501
94.39703034,-13.476659,879.1993
94.38484895,-13.46105855,877.747
94.37281172,-13.44528579,876.2932
94.36087613,-13.42925271,874.8378
94.34917767,-13.41300483,873.3809
94.33753015,-13.39662711,871.9226
94.3260266,-13.38007705,870.4627
94.3146245,-13.36326663,869.0012
94.3034593,-13.34624137,867.5382
94.29234488,-13.32908623,866.0737
94.28133175,-13.31167071,864.6078
94.27055534,-13.29404031,863.1403
94.2597871,-13.276192,861.6713
94.24925544,-13.25812878,860.2007
94.23886731,-13.23989311,858.7287
94.22858017,-13.22139701,857.2552
94.21843643,-13.20272844,855.7801
94.20843604,-13.18388738,854.3035
94.1986294,-13.16474331,852.8255
94.18883055,-13.14538126,851.346
94.17931024,-13.12589212,849.8649
94.16984806,-13.10605446,848.3823
94.16057135,-13.08613218,846.8983
94.15139509,-13.06594932,845.4128
94.14241211,-13.0454633,843.9258
94.13357189,-13.02480462,842.4372
94.12487437,-13.00397325,840.9472
94.11627699,-12.9828812,839.4557
94.10777968,-12.96152846,837.9628
94.09951768,-12.93996037,836.4683
94.09139805,-12.91821948,834.9724
94.08337823,-12.8962178,833.4751
94.07555094,-12.8739127,831.9762
94.06786576,-12.85143471,830.4759
94.06032262,-12.8287838,828.9741
94.05283643,-12.80578403,827.4708
94.04562737,-12.78265659,825.9662
94.03856779,-12.75913758,824.46
94.03155713,-12.73548815,822.9525
94.02478078,-12.71162296,821.4434
94.01810338,-12.68749669,819.933
94.01161754,-12.66306663,818.4211
94.00527297,-12.63846333,816.9078
93.99911971,-12.61355615,815.3931
93.99306498,-12.58838772,813.8769
93.9871512,-12.56304593,812.3594
93.98142838,-12.5374001,810.8404
93.97580374,-12.51149289,809.32
93.97041236,-12.48536947,807.7982
93.96511893,-12.45898456,806.275
93.96001594,-12.4322954,804.7504
93.95505323,-12.4054326,803.2245
93.95018813,-12.37830816,801.6971
93.94551307,-12.35087931,800.1684
93.94107047,-12.32323388,798.6383
93.93668251,-12.29523874,797.1068
93.93252674,-12.2670269,795.574
93.92846793,-12.23855317,794.0399
93.92464103,-12.2098626,792.5043
93.92086823,-12.1808221,790.9675
93.91732705,-12.15156463,789.4292
93.9138823,-12.12204504,787.8897
93.91071867,-12.09217757,786.3489
93.90755876,-12.06209069,784.8067
93.90472227,-12.0317437,783.2632
93.90184661,-12.00108927,781.7184
93.89929404,-11.97017455,780.1724
93.89683702,-11.93899732,778.625
93.89456773,-11.90751459,777.0764
93.8923937,-11.87576921,775.5264
93.89049936,-11.84367527,773.9753
93.88860767,-11.81136145,772.4228
93.8869953,-11.77869888,770.8691
93.88547754,-11.74577336,769.3142
93.88414647,-11.71254186,767.758
93.88304463,-11.67909219,766.2006
93.88199419,-11.64529143,764.6419
93.88112991,-11.61118442,763.082
93.88045157,-11.57677107,761.521
93.88000176,-11.54213919,759.9587
93.87960264,-11.50715589,758.3952
93.87938892,-11.47186597,756.8306
93.87936039,-11.43626933,755.2648
93.87951686,-11.40036586,753.6978
93.87976607,-11.36419855,752.1297
93.88015709,-11.32763632,750.5604
93.88086734,-11.29081178,748.99
93.88162694,-11.2536352,747.4183
93.88252139,-11.21628233,745.8456
93.88364877,-11.17849098,744.2718
93.88486777,-11.14043525,742.6969
93.88631921,-11.10194079,741.1209
93.88790474,-11.06326965,739.5438
93.88963033,-11.02420274,737.9656
93.89153864,-10.98482785,736.3864
93.89362945,-10.94514486,734.8062
93.89585963,-10.90506575,733.2248
93.89831478,-10.86476621,731.6424
93.90077409,-10.82402567,730.059
93.90354975,-10.78302123,728.4746
93.90637206,-10.74166346,726.8892
93.90946728,-10.69995362,725.3028
93.91265169,-10.65797815,723.7154
93.91606551,-10.61556241,722.127
93.91956809,-10.57288083,720.5377
93.92329953,-10.52975869,718.9474
93.92711929,-10.48637049,717.3562
93.93116737,-10.44254144,715.764
93.93530333,-10.39844611,714.1709
93.93971012,-10.35399757,712.5769
93.94416128,-10.30919458,710.982
93.94883965,-10.26395018,709.3863
93.95369651,-10.21839555,707.7896
93.95864012,-10.17257406,706.192
93.96381012,-10.12631069,704.5936
93.96911472,-10.07964878,702.9944
93.9745968,-10.03267612,701.3944
93.98021296,-9.985304638,699.7936
93.98596291,-9.937534199,698.1919
93.99198095,-9.889409028,696.5894
93.99804087,-9.840928174,694.9863
94.00432509,-9.792004341,693.3822
94.01078522,-9.742768895,691.7775
94.01737775,-9.693133757,690.172
94.02410241,-9.643098782,688.5658
94.0309589,-9.592663825,686.9589
94.03808147,-9.541873008,685.3512
94.04533529,-9.490681888,683.743
94.05272008,-9.43909032,682.1339
94.06023555,-9.387098155,680.5243
94.06788142,-9.334705247,678.914
94.07579189,-9.281955638,677.303
94.08378877,-9.228717,675.6914
94.09195855,-9.175165097,674.0793
94.10021414,-9.121123861,672.4665
94.1087331,-9.066725232,670.8532
94.11733722,-9.011836931,669.2392
94.12620407,-8.956590869,667.6247
94.13506448,-8.900898675,666.0098
94.14418704,-8.844848385,664.3942
94.15339349,-8.788307772,662.7782
94.16286145,-8.73140869,661.1616
94.17241265,-8.674018939,659.5446
94.18209033,-8.616226336,657.9271
94.19198499,-8.557986741,656.3091
94.20196191,-8.499255965,654.6908
94.21219874,-8.440165799,653.072
94.22242642,-8.380628143,651.4528
94.23296049,-8.320598704,649.8332
94.24348478,-8.260121455,648.2132
94.25431472,-8.199151998,646.5929
94.26517792,-8.137822411,644.9723
94.27625544,-8.076044326,643.3513
94.28750319,-8.013729529,641.7299
94.29887392,-7.951009978,640.1083
94.31032359,-7.887797506,638.4864
94.32198619,-7.824135756,636.8643
94.33381756,-7.759936502,635.2419
94.34577063,-7.695331785,633.6192
94.35780128,-7.630233428,631.9964
94.37004348,-7.564685011,630.3733
94.38245302,-7.498598295,628.7501
94.39493908,-7.432017379,627.1267
94.40754526,-7.365030131,625.5031
94.42040807,-7.297459649,623.8795
94.43329997,-7.22952682,622.2556
94.44640379,-7.160922281,620.6317
94.45962639,-7.091910662,619.0077
94.47301376,-7.022359331,617.3836
94.48647528,-6.952312518,615.7595
94.50014488,-6.881813645,614.1354
94.51384392,-6.81073088,612.5113
94.52784053,-6.739151153,610.8872
94.54186583,-6.666987129,609.2631
94.55600767,-6.594414771,607.639
94.57026764,-6.521213224,606.015
94.5847336,-6.447558406,604.3911
94.59931691,-6.373273959,602.7673
94.6141055,-6.298535816,601.1436
94.62892064,-6.223212253,599.52
94.64389619,-6.147346525,597.8966
94.65894183,-6.070983103,596.2734
94.67419286,-5.993944332,594.6503
94.68955755,-5.916495571,593.0275
94.70503695,-5.838415736,591.4049
94.72063065,-5.759704607,589.7825
94.73642693,-5.680538176,588.1604
94.75220258,-5.60069672,586.5386
94.76826998,-5.520354764,584.9171
94.7843604,-5.439425506,583.2959
94.80056327,-5.357863928,581.675
94.81692265,-5.275757938,580.0545
94.83339375,-5.193019209,578.4345
94.85002067,-5.109735658,576.8148
94.86666892,-5.025863894,575.1955
94.88351747,-4.941313845,573.5767
94.90052084,-4.856218368,571.9584
94.91749994,-4.770445977,570.3405
94.93472279,-4.684082774,568.7232
94.95196527,-4.597130436,567.1064
94.96931666,-4.509543762,565.4901
94.98686612,-4.421277472,563.8745
95.00447893,-4.332509673,562.2594
95.02224443,-4.242973667,560.6449
95.04002798,-4.152847639,559.0311
95.05800819,-4.06204114,557.4179
95.07600583,-3.970644277,555.8054
95.09415468,-3.878478346,554.1936
95.11245453,-3.78576468,552.5826
95.1308155,-3.692326729,550.9723
95.14928208,-3.598252494,549.3628
95.1678091,-3.5034536,547.754
95.18644112,-3.408018062,546.1461
95.20526715,-3.311900393,544.539
95.22406339,-3.215102822,542.9327
95.24300809,-3.117534522,541.3274
95.26205661,-3.019328849,539.7229
95.28116371,-2.92039742,538.1193
95.30037412,-2.820828289,536.5168
95.31973174,-2.720487642,534.9152
95.33914707,-2.619420706,533.3147
95.35861985,-2.51762732,531.7151
95.3781498,-2.415107325,530.1166
95.39787091,-2.311903306,528.5192
95.41760355,-2.207884093,526.9229
95.43739258,-2.10313778,525.3277
95.45728298,-1.997752479,523.7337
95.4772732,-1.891505959,522.1408
95.49736292,-1.784398017,520.5491
95.51746431,-1.676696221,518.9587
95.53766474,-1.568132696,517.3695
95.55792023,-1.458841177,515.7816
95.57831961,-1.348775875,514.195
95.59872834,-1.23789402,512.6097
95.61923518,-1.126149782,511.0258
95.63979634,-1.013677004,509.4432
95.66041169,-0.900475582,507.8621
95.68107917,-0.786323055,506.2824
95.70188944,-0.671395862,504.7042
95.722708,-0.555651346,503.1274
95.7435347,-0.439089409,501.5522
95.7644583,-0.321664132,499.9785
95.78543535,-0.203509541,498.4064
95.80646351,-0.084403055,496.8358
95.82758822,0.035567134,495.2669
95.8486749,0.156443589,493.6997
95.86990357,0.278095622,492.1342
95.89109406,0.400654087,490.5703
95.9123808,0.524076648,489.0082
95.93376376,0.6483634,487.4479
95.95506263,0.773645168,485.8894
95.9765034,0.899702929,484.3327
95.99786001,1.026755828,482.7779
96.01931278,1.154673203,481.225
96.04086179,1.283455116,479.6739
96.0624154,1.41327837,478.1249
96.08393066,1.544008598,476.5778
96.10554234,1.675603506,475.0328
96.12715871,1.808239899,473.4897
96.14873697,1.941783331,471.9488
96.17036603,2.076279913,470.41
96.19204602,2.211729665,468.8733
96.21373108,2.348221005,467.3388
96.23546738,2.485665545,465.8064
96.25716631,2.624017112,464.2764
96.27882473,2.763498665,462.7486
96.30058109,2.903844962,461.2231
96.32229733,3.045321222,459.6999
96.34401976,3.187839007,458.1791
96.36570603,3.331263624,456.6607
96.3874879,3.475775901,455.1447
96.40918805,3.621283309,453.6312
96.43084937,3.767920457,452.1202
96.45251845,3.915598841,450.6118
96.47419568,4.064318379,449.1059
96.49588148,4.214078976,447.6027
96.51752996,4.364968986,446.1022
96.53914153,4.516988304,444.6042
96.56076303,4.670048356,443.1091
96.58225965,4.824191137,441.6166
96.60380975,4.979509173,440.127
96.62528244,5.135821166,438.6402
96.64676331,5.293396595,437.1563
96.66821045,5.452100478,435.6753
96.68953548,5.611886258,434.1973
96.71091709,5.772846484,432.7222
96.73213134,5.934976686,431.2501
96.75340361,6.09828093,429.7812
96.77455654,6.262666205,428.3153
96.79567582,6.428402064,426.8526
96.81667727,6.595218456,425.393
96.83769339,6.763296437,423.9367
96.8586359,6.932589329,422.4836
96.87941644,7.103050419,421.0339
96.90021443,7.274772254,419.5875
96.92089483,7.447796619,418.1445
96.94146288,7.621899713,416.7048
96.96195786,7.797439632,415.2687
96.98243202,7.974104014,413.8361
97.00274591,8.15215808,412.4072
97.02299441,8.331424385,410.9817
97.04313183,8.511991068,409.56
97.06302282,8.693899822,408.1419
97.08294171,8.877066023,406.7276
97.10275331,9.061531327,405.3171
97.12241195,9.247383832,403.9103
97.14196603,9.434534518,402.5075
97.16136993,9.623071452,401.1086
97.18062508,9.812994137,399.7137
97.19978012,10.00421349,398.3228
97.21878951,10.19681754,396.9359
97.23765485,10.39080574,395.5532
97.25637779,10.58617751,394.1746
97.27482264,10.78297444,392.8002
97.29326592,10.9811116,391.4301
97.31147751,11.18080768,390.0643
97.32946346,11.38183849,388.7029
97.34731593,11.58424979,387.3459
97.36508006,11.78817585,385.9933
97.3825295,11.99361181,384.6453
97.39985152,12.20042616,383.3018
97.41686269,12.40874901,381.9629
97.43384145,12.61849513,380.6286
97.45046607,12.82983683,379.2991
97.46697204,13.04255389,377.9744
97.48321914,13.2569113,376.6545
97.49921371,13.47268472,375.3396
97.51504523,13.69014311,374.0295
97.53053773,13.90896955,372.7245
97.54591991,14.12939057,371.4245
97.56087245,14.35135514,370.1296
97.57572002,14.57491244,368.8398
97.59023452,14.80005767,367.5553
97.60441844,15.02678992,366.2761
97.61841411,15.25506575,365.0022
97.63208466,15.48492663,363.7337
97.64538494,15.71646017,362.4707
97.65850571,15.94953422,361.2131
97.671262,16.18427884,359.9612
97.68365664,16.42069298,358.7148
97.69583319,16.65873297,357.4742
97.70756151,16.89839422,356.2393
97.71907815,17.13967903,355.0103
97.73010448,17.38267151,353.7871
97.7407845,17.62732787,352.5698
97.75121486,17.87369284,351.3586
97.76121238,18.12167332,350.1535
97.77077729,18.37149131,348.9544
97.7799639,18.62283376,347.7615
97.78872454,18.87601123,346.5749
97.79715935,19.1308451,345.3947
97.80508116,19.38746558,344.2208
97.81258991,19.6456941,343.0534
97.81968681,19.90575235,341.8925
97.82628091,20.16759327,340.7383
97.83242409,20.43112687,339.5906
97.83811994,20.69635179,338.4498
97.84327493,20.96344395,337.3157
97.8479898,21.23222464,336.1884
97.85217103,21.50286975,335.0681
97.85577502,21.77524372,333.9548
97.85890114,22.04939061,332.8486
97.86140815,22.3253522,331.7495
97.86344466,22.60308376,330.6577
97.86486906,22.88262714,329.5731
97.8657336,23.16389222,328.4959
97.86594388,23.44705487,327.4261
97.86560122,23.73193628,326.3638
97.86461115,24.01871228,325.3091
