ra,dec,d
30.01521,77.25553,300.8714
22.17426,77.24575,305.3677
14.68791,76.98692,310.1183
7.80817,76.5097,315.1158
1.67384,75.85154,320.3531
356.32156,75.05065,325.8229
351.71585,74.1416,331.5187
347.78363,73.15351,337.4342
344.43796,72.11024,343.5634
341.59274,71.03035,349.9006
339.17013,69.92838,356.4406
337.10253,68.81543,363.1784
335.33279,67.70034,370.1094
333.81302,66.58947,377.2289
332.50378,65.48806,384.5329
331.37178,64.40026,392.0176
330.3901,63.32901,399.6787
329.53579,62.27678,407.5129
328.78957,61.24579,415.5163
328.13551,60.23733,423.6854
327.55998,59.25287,432.0162
327.05117,58.29354,440.5054
326.59913,57.36027,449.1487
326.19498,56.45379,457.9423
325.83139,55.57483,466.8819
325.50139,54.72407,475.9628
325.19914,53.90207,485.1806
324.91967,53.10948,494.53
324.65791,52.34678,504.0057
324.4096,51.6146,513.6021
324.17097,50.91337,523.313
323.93851,50.24353,533.1322
323.70892,49.60557,543.0532
323.47907,49.00001,553.0694
323.24626,48.42724,563.1735
323.0078,47.88769,573.3586
322.76138,47.38156,583.6176
322.50462,46.90923,593.9435
322.23552,46.47098,604.3293
321.95205,46.06694,614.7686
321.6523,45.69712,625.2553
321.33474,45.36151,635.7836
320.99794,45.06,646.3488
320.64051,44.79226,656.9469
320.26125,44.55776,667.5746
319.85948,44.35598,678.2301
319.43453,44.18594,688.9125
318.98604,44.04679,699.6222
318.51396,43.93719,710.3608
318.01889,43.85544,721.1314
317.50144,43.79999,731.9376
316.96301,43.76862,742.7846
316.40537,43.75891,753.6782
315.83102,43.76819,764.6244
315.24294,43.79369,775.6297
314.64477,43.83209,786.6999
314.04098,43.87986,797.8406
313.43661,43.93343,809.0556
312.83758,43.98892,820.3474
312.2503,44.04213,831.7167
311.68168,44.08919,843.1612
311.13932,44.12581,854.6768
310.63095,44.14784,866.2569
310.16457,44.15151,877.8924
309.74798,44.13291,889.573
309.38841,44.08861,901.2877
309.09252,44.01557,913.0254
308.86569,43.91109,924.7766
308.71181,43.77334,936.5342
308.63298,43.60104,948.295
308.62903,43.39416,960.0604
308.69707,43.15348,971.8363
308.83147,42.88128,983.6338
309.02357,42.58141,995.4668
309.2618,42.25921,1007.3514
309.53188,41.92196,1019.3021
309.81667,41.57854,1031.3303
310.09744,41.23967,1043.4399
310.35376,40.91713,1055.6266
310.565,40.62361,1067.8771
310.71124,40.37157,1080.1706
310.77431,40.17285,1092.4828
310.73954,40.03655,1104.7924
310.59709,39.96885,1117.0867
310.34392,39.97072,1129.3674
309.98575,40.03772,1141.6525
309.53824,40.15869,1153.9729
309.02857,40.31599,1166.363
308.49545,40.48634,1178.8471
307.9869,40.64202,1191.4268
307.55677,40.7541,1204.0764
307.25731,40.79549,1216.7492
307.13063,40.74486,1229.3994
307.19745,40.59113,1242.0085
307.44831,40.33852,1254.6032
307.83791,40.00912,1267.2464
308.28645,39.64547,1279.9989
308.68929,39.30632,1292.87
308.93631,39.05705,1305.7969
308.93732,38.95304,1318.6877
308.65189,39.01812,1331.5083
308.11697,39.22759,1344.3353
307.46228,39.50212,1357.2886
306.895,39.72412,1370.3832
306.63632,39.7755,1383.4807
306.81399,39.58923,1396.4706
307.35657,39.20033,1409.4677
307.97005,38.76706,1422.6502
308.25511,38.519,1435.9089
307.94649,38.61481,1449.0255
307.16547,38.97785,1462.1789
306.4822,39.27935,1475.5527
306.53588,39.17402,1488.8163
102.52244,-11.54934,1368.3434
102.45294,-11.61081,1363.0614
102.38199,-11.67217,1357.7626
102.30964,-11.73328,1352.4469
102.23583,-11.79428,1347.1143
102.16048,-11.85499,1341.765
102.08364,-11.9155,1336.399
102.00538,-11.97577,1331.0163
101.92563,-12.03582,1325.6168
101.84438,-12.09567,1320.2006
101.76158,-12.15522,1314.7677
101.67732,-12.21444,1309.3182
101.59156,-12.27344,1303.852
101.50435,-12.33209,1298.3691
101.41563,-12.39054,1292.8695
101.3254,-12.44855,1287.3532
101.23372,-12.50621,1281.8202
101.14067,-12.56348,1276.2705
101.04607,-12.62044,1270.7039
100.95006,-12.67691,1265.1206
100.85259,-12.73303,1259.5203
100.75379,-12.78862,1253.9031
100.65349,-12.84377,1248.2689
100.55186,-12.89838,1242.6176
100.44882,-12.95251,1236.9491
100.34446,-13.00609,1231.2634
100.23883,-13.05901,1225.5603
100.13187,-13.11139,1219.8397
100.02363,-13.16309,1214.1015
99.91426,-13.21417,1208.3455
99.80358,-13.26449,1202.5715
99.6918,-13.31404,1196.7795
99.5788,-13.36279,1190.9691
99.4648,-13.41073,1185.1402
99.34967,-13.45782,1179.2926
99.23351,-13.50402,1173.426
99.1165,-13.54923,1167.5403
98.99854,-13.5935,1161.6351
98.87969,-13.63669,1155.7102
98.75995,-13.67882,1149.7652
98.6396,-13.71974,1143.7999
98.5185,-13.75963,1137.8138
98.3967,-13.79815,1131.8067
98.27439,-13.83542,1125.7783
98.15162,-13.87131,1119.7281
98.02825,-13.90579,1113.6557
97.90466,-13.93889,1107.5607
97.7808,-13.97031,1101.4427
97.65664,-14.00019,1095.3013
97.53235,-14.02843,1089.136
97.40804,-14.055,1082.9463
97.28372,-14.07968,1076.7316
97.15947,-14.10265,1070.4917
97.03545,-14.12352,1064.2258
96.91175,-14.14246,1057.9336
96.78842,-14.15934,1051.6144
96.66561,-14.174,1045.2677
96.54332,-14.18644,1038.8931
96.42161,-14.19653,1032.4897
96.3008,-14.20423,1026.0574
96.18077,-14.2095,1019.5952
96.06174,-14.21213,1013.1028
95.94373,-14.21211,1006.5795
95.82702,-14.20934,1000.0249
95.71147,-14.20375,993.4383
95.59724,-14.1952,986.8193
95.4846,-14.18354,980.1672
95.37352,-14.16891,973.4814
95.26414,-14.15094,966.7617
95.15647,-14.12961,960.0074
95.05083,-14.1049,953.218
94.94715,-14.07663,946.3931
94.8456,-14.04471,939.5322
94.74624,-14.00904,932.635
94.64913,-13.96946,925.7011
94.55445,-13.92592,918.7301
94.46239,-13.87831,911.7217
94.37282,-13.82639,904.6755
94.28601,-13.77024,897.5915
94.20202,-13.70952,890.4693
94.12085,-13.64422,883.3089
94.04264,-13.57419,876.11
93.96757,-13.49933,868.8727
93.89555,-13.41947,861.597
93.82686,-13.33448,854.2828
93.76141,-13.24418,846.9304
93.69932,-13.14841,839.5397
93.6406,-13.04716,832.111
93.58553,-12.94007,824.6446
93.5339,-12.82725,817.1409
93.48595,-12.70824,809.6002
93.44166,-12.58304,802.023
93.40108,-12.45152,794.4096
93.36424,-12.31333,786.7609
93.33127,-12.16849,779.0774
93.30216,-12.01658,771.3598
93.2768,-11.85761,763.609
93.25549,-11.69133,755.8257
93.238,-11.5175,748.0108
93.2245,-11.33582,740.1654
93.2149,-11.14617,732.2906
93.20934,-10.94837,724.3875
93.2076,-10.74206,716.4572
93.20994,-10.52709,708.5009
93.21615,-10.3031,700.5202
93.22634,-10.0699,692.5163
93.24043,-9.82715,684.4908
93.25841,-9.57463,676.4451
93.28014,-9.31192,668.3809
93.30576,-9.03892,660.2998
93.33522,-8.75506,652.2037
93.36832,-8.46007,644.0944
93.40512,-8.15367,635.9737
93.4455,-7.83542,627.8437
93.48945,-7.50496,619.7063
93.53685,-7.16187,611.5637
93.58777,-6.80572,603.4181
93.64187,-6.43608,595.2718
93.69928,-6.05241,587.1271
93.75976,-5.65432,578.9864
93.82331,-5.2412,570.8523
93.88971,-4.81269,562.7274
93.95898,-4.36804,554.6143
94.03085,-3.90678,546.5159
94.10519,-3.42826,538.435
94.18197,-2.93188,530.3746
94.26089,-2.41687,522.3378
94.34197,-1.8827,514.3279
94.42477,-1.32856,506.3481
94.50932,-0.7537,498.4019
94.59535,-0.15722,490.4929
94.6826,0.46156,482.6248
94.77084,1.10347,474.8014
94.85985,1.76955,467.0267
94.94939,2.46069,459.3051
95.03911,3.17775,451.6406
95.12877,3.92185,444.0381
95.21796,4.69401,436.5021
95.30632,5.49515,429.0377
95.39349,6.32664,421.6499
95.47907,7.18936,414.344
95.5626,8.0847,407.1258
95.64358,9.01369,400.0011
95.72148,9.97753,392.9761
95.79576,10.97742,386.057
95.86566,12.01474,379.2506
95.93058,13.09049,372.5639
95.98981,14.20604,366.0042
96.04251,15.36243,359.5789
96.0876,16.56091,353.296
96.12428,17.8025,347.1636
96.15139,19.08825,341.1903
96.16764,20.41899,335.3849
96.17158,21.79561,329.7563
96.16197,23.21861,324.3141
96.137,24.68858,319.0677
96.09465,26.20569,314.0268
96.03297,27.77006,309.2016
95.94929,29.38134,304.6022
95.84134,31.03899,300.2387
95.70572,32.74207,296.1212
95.539,34.48928,292.2598
95.33729,36.27897,288.6646
95.096,38.10904,285.3452
94.80986,39.97667,282.3109
94.47277,41.87885,279.5706
94.07776,43.81197,277.1326
93.61652,45.77177,275.0046
93.07944,47.7535,273.1936
92.45519,49.75192,271.7054
91.73024,51.76127,270.5454
90.88834,53.7749,269.7173
89.91067,55.78601,269.2243
88.77393,57.78663,269.0684
87.4506,59.76857,269.2501
85.90644,61.72247,269.7693
84.10153,63.63799,270.6242
81.98619,65.5036,271.8125
79.50163,67.3062,273.3307
76.57846,69.03062,275.1744
73.13639,70.65894,277.3384
69.08861,72.17035,279.8167
64.34866,73.54052,282.6028
58.84703,74.74123,285.69
52.55826,75.74204,289.0709
45.53508,76.51276,292.7379
37.93861,77.02843,296.6833
30.03987,77.27478,300.8993
22.17952,77.25347,305.3784
14.68739,76.98292,310.1129
7.81342,76.49455,315.0955
1.69267,75.82596,320.319
356.35792,75.01569,325.7763
351.771,74.09814,331.4611
347.85665,73.10265,337.3671
344.52721,72.05276,343.4882
341.69606,70.96703,349.8189
339.2853,69.8599,356.3539
337.22744,68.74239,363.0882
335.46553,67.62329,370.0171
333.95188,66.5089,377.1361
332.64699,65.40461,384.4409
331.51831,64.31419,391.9276
330.53853,63.24093,399.592
329.68499,62.18718,407.4306
328.93892,61.15493,415.4394
328.28397,60.14577,423.6148
327.70683,59.16102,431.9527
327.19593,58.20173,440.4495
326.74108,57.26899,449.101
326.3337,56.36337,457.903
325.96639,55.4857,466.8511
325.63219,54.63663,475.9407
325.32541,53.81668,485.1669
325.04096,53.02655,494.5245
324.77402,52.26659,504.0079
324.52022,51.53749,513.6113
324.27589,50.83963,523.3287
324.03742,50.17349,533.1535
323.80161,49.53953,543.0793
323.56531,48.93823,553.0991
323.32602,48.36984,563.2059
323.08095,47.83487,573.3927
322.82765,47.33359,583.6522
322.56395,46.86623,593.9775
322.28782,46.43307,604.3618
321.99731,46.03416,614.7986
321.69049,45.6695,625.282
321.36583,45.3391,635.8062
321.02197,45.04276,646.3668
320.6576,44.78006,656.9598
320.27139,44.55056,667.5823
319.86287,44.35359,678.2326
319.43123,44.18824,688.91
318.97632,44.05352,699.6151
318.49816,43.94802,710.3497
317.99726,43.8701,721.117
317.47441,43.81808,731.9208
316.93103,43.78974,742.7665
316.36897,43.78263,753.6597
315.79065,43.79411,764.6067
315.19938,43.82124,775.6138
314.59881,43.86072,786.6867
313.99321,43.90915,797.8307
313.38806,43.96272,809.0496
312.78913,44.0177,820.3456
312.2027,44.06996,831.7188
311.63606,44.11547,843.1671
311.0966,44.15008,854.6857
310.59197,44.1697,866.2678
310.13027,44.17053,877.9043
309.71899,44.14883,889.5848
309.36555,44.10106,901.2981
309.0763,44.02435,913.0334
308.85636,43.91613,924.7813
308.70959,43.77453,936.5354
308.63775,43.59847,948.2925
308.6404,43.38801,960.0549
308.71453,43.14396,971.8286
308.85407,42.86887,983.6251
309.05036,42.56655,995.4585
309.29142,42.2426,1007.3449
309.56298,41.90432,1019.2984
309.84762,41.56076,1031.33
310.1268,41.22261,1043.4429
310.37997,40.90172,1055.6322
310.5868,40.61069,1067.8839
310.72735,40.36194,1080.177
310.78399,40.16705,1092.4872
310.7421,40.035,1104.7937
310.59256,39.97156,1117.0845
310.33259,39.97747,1129.3627
309.96868,40.04778,1141.6468
309.5169,40.17112,1153.9683
309.0051,40.32947,1166.3612
308.47224,40.49947,1178.8486
307.9665,40.65339,1191.431
307.54172,40.7624,1204.0812
307.24981,40.79958,1216.7522
307.1316,40.74433,1229.3991
307.20663,40.5861,1242.0052
307.46413,40.32977,1254.599
307.85739,39.99819,1267.2443
308.30565,39.63452,1280.0004
308.70431,39.29764,1292.8737
308.94372,39.05272,1305.7997
308.93536,38.95418,1318.6869
308.64096,39.02446,1331.505
308.10034,39.23708,1344.3332
307.44539,39.51158,1357.2903
306.88422,39.73006,1370.3863
306.63622,39.77556,1383.4808
306.82454,39.58341,1396.4676
307.37245,39.19142,1409.4669
307.98245,38.75996,1422.6529
308.25645,38.51823,1435.9094
307.93597,38.62085,1449.0228
307.15086,38.98604,1462.1797
306.47619,39.28265,1475.5545
306.54451,39.16927,1488.814
102.46111,-11.57943,1368.4999
102.39168,-11.64083,1363.2196
102.32079,-11.70213,1357.9224
102.24851,-11.76318,1352.6084
102.17477,-11.82412,1347.2774
102.09949,-11.88477,1341.9297
102.0228,-11.94517,1336.5652
101.94462,-12.00537,1331.184
101.86503,-12.06531,1325.7859
101.78393,-12.12505,1320.3711
101.70138,-12.18445,1314.9395
101.61738,-12.24351,1309.4912
101.53187,-12.30236,1304.0261
101.44491,-12.36086,1298.5444
101.35653,-12.41911,1293.0457
101.26665,-12.47692,1287.5303
101.17531,-12.53438,1281.9981
101.08252,-12.5915,1276.4491
100.98835,-12.64821,1270.8831
100.89278,-12.70445,1265.3002
100.79583,-12.76028,1259.7003
100.69738,-12.81567,1254.0833
100.5977,-12.87049,1248.4493
100.4966,-12.92481,1242.7979
100.39409,-12.97865,1237.1293
100.29044,-13.03186,1231.4432
100.18543,-13.08445,1225.7396
100.0791,-13.1365,1220.0183
99.97158,-13.18783,1214.2793
99.86293,-13.23854,1208.5223
99.75314,-13.2884,1202.7471
99.64208,-13.33758,1196.9536
99.52998,-13.38587,1191.1416
99.41689,-13.43335,1185.311
99.30276,-13.47994,1179.4613
99.1876,-13.52563,1173.5925
99.07158,-13.57034,1167.7043
98.95472,-13.61407,1161.7963
98.83697,-13.65673,1155.8685
98.71851,-13.69823,1149.9203
98.59925,-13.73861,1143.9515
98.47943,-13.77788,1137.9617
98.35901,-13.81573,1131.9506
98.23808,-13.85233,1125.9178
98.1166,-13.8876,1119.8631
97.9948,-13.92133,1113.7859
97.87268,-13.95373,1107.6857
97.7503,-13.98445,1101.5623
97.6278,-14.01353,1095.4151
97.50518,-14.04099,1089.2437
97.38263,-14.06674,1083.0477
97.26007,-14.09059,1076.8264
97.13768,-14.11269,1070.5795
97.01561,-14.13265,1064.3064
96.89386,-14.15068,1058.0066
96.77248,-14.16666,1051.6795
96.65172,-14.18037,1045.3246
96.53148,-14.19187,1038.9415
96.41201,-14.20093,1032.5293
96.29343,-14.2076,1026.0879
96.17573,-14.2118,1019.6163
96.05903,-14.21336,1013.1142
95.94345,-14.21224,1006.5809
95.82907,-14.2084,1000.0161
95.71614,-14.20163,993.419
95.60452,-14.19188,986.7892
95.49441,-14.17908,980.126
95.38613,-14.16318,973.429
95.27946,-14.14398,966.6978
95.17459,-14.12138,959.9317
95.07184,-14.09536,953.1304
94.97105,-14.06577,946.2934
94.87249,-14.03251,939.4203
94.77612,-13.99548,932.5106
94.68208,-13.95451,925.5642
94.59057,-13.90953,918.5805
94.50168,-13.86048,911.5594
94.41536,-13.80708,904.5004
94.3319,-13.7494,897.4034
94.25126,-13.68715,890.2683
94.17352,-13.62029,883.0951
94.09874,-13.54868,875.8833
94.02718,-13.4722,868.6331
93.95877,-13.39068,861.3446
93.89359,-13.30407,854.0178
93.83182,-13.21206,846.6528
93.77342,-13.11457,839.2497
93.71847,-13.01156,831.8088
93.66707,-12.90276,824.3304
93.61938,-12.78807,816.8148
93.57526,-12.66724,809.2626
93.53481,-12.54022,801.6741
93.49824,-12.40679,794.0499
93.4654,-12.26667,786.3905
93.43642,-12.1199,778.6968
93.41128,-11.96605,770.9694
93.39008,-11.80505,763.2092
93.37282,-11.63677,755.417
93.35946,-11.4609,747.5936
93.35007,-11.27715,739.7403
93.34467,-11.08539,731.8581
93.34329,-10.88547,723.9481
93.34591,-10.67694,716.0116
93.35241,-10.45983,708.0497
93.36295,-10.23359,700.0639
93.37736,-9.99818,692.0556
93.39575,-9.75317,684.0264
93.41801,-9.49837,675.9777
93.44419,-9.23328,667.9112
93.47416,-8.95792,659.8286
93.50795,-8.6717,651.7316
93.54537,-8.37434,643.6223
93.58657,-8.0655,635.5023
93.63132,-7.74481,627.3738
93.67964,-7.41189,619.2386
93.73148,-7.06628,611.0992
93.78675,-6.70763,602.9576
93.84527,-6.33545,594.816
93.907,-5.94926,586.6769
93.97188,-5.54859,578.5426
94.03974,-5.13294,570.4158
94.11052,-4.70182,562.2989
94.18408,-4.2546,554.1948
94.26025,-3.79076,546.1062
94.33896,-3.30961,538.0358
94.41995,-2.81068,529.9868
94.50317,-2.29306,521.9623
94.58847,-1.75632,513.9654
94.67551,-1.1996,505.9995
94.76431,-0.62216,498.0678
94.85444,-0.02319,490.1741
94.94581,0.59809,482.3221
95.0382,1.2425,474.5155
95.13124,1.91097,466.7583
95.22476,2.60446,459.0548
95.31851,3.32387,451.4091
95.41209,4.0702,443.8259
95.50509,4.84449,436.3099
95.59735,5.64775,428.8659
95.68826,6.4812,421.4989
95.77767,7.34586,414.2143
95.86479,8.24292,407.0179
95.94943,9.17355,399.9152
96.03085,10.13887,392.9125
96.10855,11.14004,386.0159
96.18189,12.17852,379.232
96.25017,13.25523,372.568
96.31263,14.37151,366.0308
96.36844,15.52839,359.628
96.41664,16.72716,353.3675
96.45626,17.96874,347.257
96.48626,19.25423,341.3053
96.50527,20.58441,335.521
96.51198,21.96022,329.913
96.50496,23.38207,324.4905
96.48233,24.85049,319.263
96.44229,26.36577,314.2401
96.3827,27.92794,309.4318
96.30122,29.53678,304.8481
96.19497,31.19151,300.499
96.06106,32.89142,296.3944
95.89588,34.63514,292.5444
95.69551,36.42105,288.9589
95.45524,38.24702,285.6475
95.16999,40.11035,282.6193
94.8334,42.00799,279.8832
94.43867,43.93643,277.4474
93.9773,45.89141,275.3197
93.43973,47.86826,273.5068
92.81437,49.86174,272.0148
92.08782,51.86621,270.8489
91.2438,53.87508,270.013
90.26316,55.88154,269.5104
89.12247,57.87768,269.343
87.79391,59.85531,269.5116
86.2434,61.8052,270.0161
84.42997,63.71681,270.8551
82.30416,65.57877,272.0262
79.80629,67.37783,273.5263
76.86593,69.09864,275.3511
73.40304,70.72337,277.4955
69.3292,72.2308,279.954
64.55727,73.5963,282.7202
59.01844,74.79151,285.7874
52.68846,75.78564,289.1486
45.62278,76.5482,292.7963
37.98749,77.0542,296.723
30.05916,77.28979,300.9211
22.18188,77.25693,305.3833
14.68634,76.97482,310.1019
7.82007,76.47532,315.0698
1.71424,75.79653,320.2798
356.39801,74.97696,325.7252
351.83013,74.05127,331.3993
347.93384,73.04853,337.2961
344.62063,71.99218,343.4096
341.80329,70.90083,349.7342
339.40419,69.78866,356.2647
337.35571,68.66679,362.9959
335.60126,67.54386,369.9232
334.09322,66.42622,377.042
332.79261,65.31906,384.348
331.66664,64.22637,391.8372
330.68858,63.15118,399.5053
329.83578,62.09592,407.3487
329.08945,61.06264,415.3632
328.43335,60.05294,423.5452
327.8545,59.06799,431.8904
327.34114,58.10898,440.395
326.88339,57.17685,449.0548
326.47258,56.27227,457.8654
326.10135,55.39603,466.8222
325.76288,54.54875,475.9204
325.45138,53.731,485.155
325.16189,52.94343,494.5208
324.8896,52.18636,504.0118
324.63025,51.46044,513.6223
324.38006,50.7661,523.3459
324.13552,50.10375,533.1762
323.89342,49.47385,543.1065
323.65082,48.87675,553.1298
323.40479,48.31297,563.2391
323.15294,47.78274,573.4272
322.8928,47.28631,583.687
322.62218,46.82393,594.0116
322.33904,46.39586,604.3941
322.04151,46.00208,614.8283
321.72756,45.64267,625.3081
321.39581,45.31747,635.8282
321.04489,45.02629,646.3841
320.67348,44.76871,656.972
320.28043,44.54414,667.5893
319.86506,44.35205,678.2343
319.42684,44.19131,688.9068
318.9656,44.06095,699.6073
318.48145,43.95946,710.3379
317.97471,43.88536,721.1021
317.44655,43.8367,731.9037
316.8983,43.81134,742.7481
316.33182,43.8068,753.6412
315.74973,43.82035,764.5891
315.15537,43.84904,775.5981
314.55227,43.88965,786.6738
313.94517,43.93854,797.8213
313.33926,43.99212,809.0441
312.74041,44.04658,820.3442
312.15517,44.09772,831.7215
311.59051,44.14168,843.1734
311.05396,44.17427,854.6949
310.55329,44.19137,866.2789
310.09628,44.18935,877.9163
309.69064,44.16438,889.5964
309.34336,44.11314,901.3083
309.06074,44.03277,913.041
308.8478,43.92074,924.7858
308.70803,43.77537,936.5362
308.64317,43.59554,948.2898
308.65242,43.38149,960.0491
308.73243,43.13421,971.8207
308.8771,42.85621,983.6164
309.07736,42.55157,995.4503
309.32123,42.22587,1007.3385
309.59405,41.88667,1019.295
309.87856,41.54297,1031.33
310.15603,41.2056,1043.4462
310.40608,40.88637,1055.6379
310.60828,40.59794,1067.8907
310.74315,40.3525,1080.1832
310.79325,40.16149,1092.4914
310.74426,40.03371,1104.7947
310.58752,39.97458,1117.0822
310.32094,39.9844,1129.3579
309.95128,40.05803,1141.6412
309.49545,40.1836,1153.9639
308.98152,40.343,1166.3595
308.44901,40.51259,1178.8503
307.94632,40.66463,1191.4352
307.52708,40.77045,1204.0859
307.24253,40.80356,1216.755
307.13288,40.74363,1229.3985
307.21614,40.58089,1242.0017
307.48026,40.32083,1254.5949
307.87697,39.98719,1267.2423
308.32495,39.62351,1280.0019
308.71921,39.28902,1292.8774
308.95083,39.04858,1305.8023
308.933,38.95556,1318.686
308.62981,39.03091,1331.5016
308.0836,39.24663,1344.3311
307.42871,39.52092,1357.292
306.87365,39.73588,1370.3894
306.63632,39.7755,1383.4808
306.8353,39.57748,1396.4647
307.38833,39.1825,1409.4662
307.99465,38.75297,1422.6556
308.25768,38.51751,1435.9098
307.92524,38.627,1449.0202
307.13625,38.99423,1462.1805
306.4705,39.28578,1475.5563
306.55323,39.16446,1488.8117
102.40131,-11.60874,1368.6541
102.33195,-11.67008,1363.3755
102.26114,-11.73132,1358.0799
102.18892,-11.7923,1352.7674
102.11534,-11.85314,1347.4379
102.04023,-11.91368,1342.0917
101.9637,-11.97397,1336.7286
101.88567,-12.03406,1331.3486
101.80624,-12.0939,1325.9519
101.7254,-12.15349,1320.5382
101.64301,-12.21278,1315.1078
101.55926,-12.27169,1309.6605
101.474,-12.33038,1304.1965
101.38738,-12.38869,1298.7156
101.29926,-12.44678,1293.2177
101.20972,-12.50439,1287.7031
101.11882,-12.56161,1282.1715
101.02646,-12.61848,1276.623
100.93273,-12.67496,1271.0574
100.83759,-12.73095,1265.4748
100.74108,-12.78654,1259.8751
100.64325,-12.84161,1254.2581
100.54401,-12.89618,1248.624
100.44354,-12.95018,1242.9724
100.34165,-13.00368,1237.3033
100.23863,-13.05657,1231.6167
100.13424,-13.10882,1225.9124
100.02871,-13.16046,1220.1902
99.92191,-13.21142,1214.4502
99.81407,-13.26171,1208.6919
99.705,-13.3112,1202.9153
99.59494,-13.35988,1197.1202
99.48375,-13.40771,1191.3064
99.37156,-13.45474,1185.4736
99.25834,-13.50087,1179.6217
99.14427,-13.54602,1173.7504
99.02926,-13.59024,1167.8595
98.91349,-13.63342,1161.9486
98.79692,-13.6755,1156.0175
98.67965,-13.71641,1150.0659
98.56168,-13.75617,1144.0933
98.44315,-13.79482,1138.0995
98.32411,-13.832,1132.0842
98.20456,-13.86794,1126.0469
98.08455,-13.90251,1119.9874
97.96422,-13.93553,1113.9051
97.84367,-13.96718,1107.7995
97.72296,-13.99711,1101.6705
97.60203,-14.02546,1095.5173
97.48108,-14.05213,1089.3397
97.36029,-14.07705,1083.1371
97.23958,-14.10004,1076.9089
97.11905,-14.12127,1070.6549
96.99884,-14.14036,1064.3743
96.87904,-14.15749,1058.0667
96.75981,-14.17248,1051.7315
96.64109,-14.18525,1045.3682
96.52299,-14.19576,1038.9764
96.40576,-14.20379,1032.5553
96.28942,-14.20943,1026.1045
96.17396,-14.21261,1019.6234
96.05969,-14.21306,1013.1115
95.94653,-14.21084,1006.5681
95.83467,-14.20585,999.9928
95.72426,-14.19793,993.3851
95.61526,-14.18699,986.7444
95.50785,-14.17296,980.0701
95.40219,-14.15588,973.3617
95.29832,-14.1354,966.619
95.19634,-14.1115,959.8412
95.0964,-14.0842,953.0279
94.99859,-14.05327,946.1788
94.90301,-14.01865,939.2934
94.80972,-13.98022,932.3714
94.71885,-13.93782,925.4124
94.63051,-13.89139,918.4161
94.54478,-13.84091,911.3823
94.46172,-13.78602,904.3105
94.3816,-13.72682,897.2009
94.30421,-13.66309,890.053
94.2299,-13.59465,882.8669
94.15864,-13.52143,875.6424
94.0906,-13.44333,868.3796
94.0257,-13.36018,861.0785
93.96421,-13.27186,853.7392
93.90603,-13.17818,846.3619
93.85131,-13.07898,838.9467
93.80013,-12.9742,831.4938
93.75257,-12.86358,824.0036
93.70863,-12.74712,816.4766
93.66836,-12.62447,808.9132
93.63182,-12.49558,801.3138
93.59916,-12.36027,793.679
93.57031,-12.21822,786.0095
93.54531,-12.06952,778.306
93.52425,-11.91368,770.5692
93.5071,-11.75069,762.8
93.49388,-11.58041,754.9993
93.48474,-11.40243,747.168
93.47946,-11.21662,739.3073
93.47825,-11.02274,731.4182
93.48105,-10.82069,723.5019
93.48783,-10.61002,715.5596
93.49857,-10.39072,707.5926
93.51334,-10.16228,699.6023
93.53206,-9.92461,691.5903
93.55475,-9.67733,683.5579
93.58128,-9.42024,675.5068
93.61172,-9.15286,667.4387
93.64604,-8.87514,659.3551
93.68415,-8.58656,651.2579
93.72588,-8.28681,643.1492
93.77138,-7.97558,635.0306
93.82051,-7.65244,626.9042
93.87319,-7.31705,618.772
93.92938,-6.96896,610.6363
93.98889,-6.60787,602.4992
94.05174,-6.23318,594.3631
94.11788,-5.84442,586.2302
94.18698,-5.44127,578.103
94.25913,-5.02307,569.9841
94.33421,-4.5894,561.8759
94.41207,-4.13961,553.7813
94.49253,-3.6732,545.7031
94.57545,-3.18951,537.6439
94.66065,-2.68803,529.607
94.74808,-2.16784,521.5952
94.83752,-1.62859,513.6119
94.92871,-1.06934,505.6603
95.02159,-0.48942,497.7437
95.11574,0.11199,489.8659
95.21116,0.73571,482.0304
95.30755,1.38251,474.241
95.40462,2.05337,466.5018
95.50205,2.74915,458.8168
95.59959,3.47074,451.1902
95.69702,4.21925,443.6267
95.79378,4.9956,436.1309
95.88978,5.80086,428.7075
95.98436,6.6362,421.3617
96.07737,7.50262,414.0986
96.16804,8.40133,406.924
96.25608,9.33344,399.8435
96.34098,10.30015,392.863
96.42196,11.30248,385.9889
96.49859,12.34198,379.2276
96.57001,13.41949,372.5861
96.63556,14.53636,366.0714
96.69443,15.69363,359.6909
96.74551,16.89251,353.4524
96.78802,18.134,347.3637
96.82068,19.41904,341.4333
96.84231,20.74853,335.6696
96.85154,22.12335,330.0816
96.84676,23.54381,324.6784
96.82641,25.01061,319.4693
96.7885,26.52393,314.4638
96.73083,28.08376,309.6718
96.65114,29.68995,305.1031
96.54659,31.34172,300.7676
96.41408,33.0383,296.6753
96.25008,34.77837,292.8359
96.05078,36.56039,289.2593
95.81124,38.38217,285.955
95.52657,40.2411,282.9321
95.19024,42.13415,280.1994
94.79542,44.05782,277.765
94.33351,46.00792,275.6366
93.79512,47.97986,273.8211
93.16841,49.96842,272.3244
92.43999,51.96803,271.1518
91.59341,53.97213,270.3074
90.6093,55.97392,269.7944
89.46428,57.9656,269.6148
88.13006,59.93894,269.7697
86.57252,61.88478,270.259
84.75024,63.79254,271.0814
82.61338,65.65083,272.2349
80.10138,67.44626,273.7165
77.14389,69.16356,275.522
