ra,dec,d
97.05349312,-14.14428654,1069.569
97.03106776,-14.14744509,1068.3076
97.00864206,-14.1506025,1067.0452
96.98622261,-14.15353884,1065.7816
96.96380287,-14.15647407,1064.5169
96.94147604,-14.15936535,1063.251
96.91906238,-14.16207848,1061.984
96.89674167,-14.1647477,1060.7159
96.87451394,-14.16737304,1059.4467
96.85219949,-14.16982029,1058.1763
96.82997806,-14.1722237,1056.9048
96.80771323,-14.17453757,1055.6321
96.78554146,-14.17680764,1054.3583
96.76341955,-14.17894541,1053.0832
96.74134755,-14.18095093,1051.8071
96.71923225,-14.182867,1050.5297
96.69721011,-14.18473934,1049.2512
96.67514473,-14.18652227,1047.9715
96.65322261,-14.18813027,1046.6907
96.63120722,-14.18978012,1045.4085
96.60933516,-14.19125511,1044.1253
96.58751322,-14.19259801,1042.8408
96.56564818,-14.1938516,1041.5552
96.54387644,-14.19506161,1040.2684
96.52206166,-14.19618234,1038.9804
96.50039037,-14.19712836,1037.6911
96.47867609,-14.19798514,1036.4006
96.4570552,-14.19879843,1035.1089
96.43539137,-14.19952252,1033.8159
96.41387117,-14.20007202,1032.5218
96.39235115,-14.20062079,1031.2265
96.37093176,-14.20090662,1029.9298
96.3495126,-14.20119175,1028.632
96.32818695,-14.20143353,1027.3328
96.30677548,-14.2014978,1026.0325
96.28555085,-14.20147609,1024.7309
96.26428349,-14.20136534,1023.428
96.24316001,-14.20108026,1022.1239
96.22199386,-14.20070618,1020.8185
96.20092134,-14.20028887,1019.5118
96.1798995,-14.19973997,1018.2039
96.15892834,-14.19905948,1016.8947
96.13800792,-14.19824746,1015.5842
96.11713826,-14.19730391,1014.2724
96.09636233,-14.19631725,1012.9593
96.07563721,-14.19519913,1011.6449
96.05496292,-14.19394956,1010.3292
96.03424618,-14.19261118,1009.0122
96.01371655,-14.19118717,1007.694
95.99319493,-14.18954343,1006.3744
95.97276715,-14.18785671,1005.0535
95.95239033,-14.18603868,1003.7313
95.93197117,-14.18413194,1002.4077
95.91169635,-14.18205136,1001.0828
95.89151543,-14.17992788,999.7566
95.87138557,-14.17767319,998.4291
95.85126393,-14.17519898,997.1002
95.83132958,-14.17263937,995.77
95.81135303,-14.1699912,994.4384
95.79147047,-14.16730023,993.1055
95.77168957,-14.16434731,991.7712
95.75200269,-14.16135164,990.4355
95.73223087,-14.15817916,989.0985
95.71264644,-14.15492145,987.7602
95.69311326,-14.15153274,986.4204
95.67372469,-14.14797054,985.0793
95.65429408,-14.14431994,983.7368
95.6350509,-14.14058419,982.3929
95.61581627,-14.13662926,981.0477
95.596633,-14.13254347,979.701
95.57754387,-14.12841512,978.353
95.55859945,-14.12411343,977.0035
95.53970643,-14.11968096,975.6527
95.52086484,-14.11511771,974.3005
95.50207467,-14.11042372,972.9468
95.4834293,-14.1055565,971.5918
95.46474206,-14.10060107,970.2354
95.44629297,-14.09542998,968.8775
95.42780205,-14.09017073,967.5182
95.40949867,-14.08482661,966.1575
95.39120412,-14.07926362,964.7953
95.37309712,-14.07361581,963.4318
95.35490566,-14.06779167,962.0668
95.33699509,-14.06184026,960.7003
95.31900009,-14.05571257,959.3325
95.30119267,-14.04950013,957.9631
95.28353016,-14.04311474,956.5924
95.26582592,-14.03664135,955.2202
95.24831728,-14.02986436,953.8465
95.23080959,-14.02308764,952.4714
95.21344684,-14.01613805,951.0949
95.19622903,-14.0090156,949.7168
95.17902022,-14.0016746,948.3373
95.16190569,-13.99429145,946.9564
95.14493611,-13.98673551,945.574
95.12811149,-13.9790068,944.1901
95.11133851,-13.97114781,942.8048
95.09457459,-13.96307036,941.4179
95.07799823,-13.95490838,940.0296
95.06156682,-13.94657371,938.6398
95.04518708,-13.93810882,937.2485
95.0288164,-13.92942555,935.8558
95.01263326,-13.92065782,934.4615
94.99655248,-13.91162929,933.0658
94.98065922,-13.90251632,931.6686
94.96477503,-13.89318505,930.2699
94.94898507,-13.8838118,928.8697
94.93329745,-13.87417784,927.4681
94.91775474,-13.86437133,926.0649
94.90235692,-13.85439228,924.6602
94.88701073,-13.84428317,923.254
94.87180942,-13.83400154,921.8463
94.85665972,-13.82358986,920.4371
94.84165487,-13.8130057,919.0265
94.8267523,-13.80216093,917.6143
94.81203709,-13.79123183,916.2006
94.79733092,-13.78008459,914.7854
94.78281206,-13.76885303,913.3686
94.76839543,-13.75736091,911.9504
94.75403034,-13.74573882,910.5307
94.73986065,-13.73381375,909.1093
94.72578498,-13.72184682,907.6866
94.7117608,-13.70974994,906.2623
94.69793195,-13.6973501,904.8364
94.68424773,-13.68477786,903.4091
94.67061493,-13.67207569,901.9802
94.65712671,-13.65920113,900.5499
94.64378305,-13.64615418,899.118
94.63054139,-13.63284677,897.6846
94.61739358,-13.61949752,896.2497
94.60444088,-13.60584535,894.8132
94.59153947,-13.59206326,893.3753
94.57873994,-13.57802073,891.9358
94.56622042,-13.56385141,890.4947
94.55370959,-13.54946412,889.0522
94.54134304,-13.53490444,887.6082
94.52907825,-13.52008432,886.1626
94.51690707,-13.50522235,884.7155
94.50493067,-13.49005745,883.2669
94.49309839,-13.47472015,881.8168
94.4814102,-13.45921045,880.3651
94.46982356,-13.44344028,878.912
94.45828784,-13.4275402,877.4572
94.44698914,-13.41142519,876.0011
94.43579186,-13.39504971,874.5433
94.42473842,-13.37850179,873.0841
94.41382878,-13.36178141,871.6233
94.40306289,-13.34488856,870.1611
94.39239821,-13.32773521,868.6972
94.38187718,-13.31040937,867.2319
94.37149973,-13.29291102,865.7651
94.36122332,-13.27515213,864.2968
94.3510904,-13.25722072,862.827
94.34115137,-13.2389862,861.3556
94.33126272,-13.22062166,859.8828
94.32161033,-13.202042,858.4085
94.31205867,-13.18320172,856.9326
94.30265016,-13.16418882,855.4553
94.29338475,-13.14500327,853.9764
94.28421988,-13.12555707,852.4961
94.27524837,-13.10580761,851.0143
94.26636935,-13.08601602,849.531
94.25764104,-13.06583313,848.0462
94.24909798,-13.04556548,846.56
94.24074795,-13.02499447,845.0722
94.23240513,-13.00420525,843.5829
94.22429768,-12.9832006,842.0922
94.21633267,-12.96202309,840.6
94.2084675,-12.9405847,839.1063
94.2007949,-12.91884279,837.6112
94.19326449,-12.89692793,836.1146
94.18587617,-12.87484008,834.6165
94.17858736,-12.85249124,833.1171
94.17149072,-12.82983873,831.6161
94.16453592,-12.80701314,830.1136
94.15781562,-12.78397177,828.6097
94.15115188,-12.76058129,827.1044
94.14467225,-12.73710558,825.5976
94.13824899,-12.7132807,824.0894
94.13205981,-12.68923988,822.5798
94.1260119,-12.66502573,821.0687
94.12015529,-12.64050757,819.5563
94.11439718,-12.61572805,818.0424
94.10887269,-12.59073237,816.527
94.10344647,-12.56547523,815.0103
94.09811843,-12.53995659,813.4922
94.09302365,-12.51422165,811.9727
94.08802683,-12.48822512,810.4517
94.08322042,-12.46192421,808.9294
94.07855432,-12.43544956,807.4057
94.07407839,-12.40867042,805.8806
94.06969992,-12.38162949,804.3542
94.06546142,-12.35441468,802.8264
94.0615052,-12.32685241,801.2971
94.05755356,-12.29907098,799.7666
94.05383403,-12.27107271,798.2347
94.05026119,-12.24268161,796.7014
94.04692015,-12.21407352,795.1668
94.04358323,-12.18524609,793.6309
94.0405703,-12.15615869,792.0936
94.03761099,-12.12672104,790.555
94.03479052,-12.09710899,789.0151
94.03225087,-12.06714879,787.4738
94.02971471,-12.03696897,785.9313
94.02745903,-12.00644083,784.3875
94.02534161,-11.97573801,782.8424
94.02336928,-11.94464166,781.2959
94.02153493,-11.9133705,779.7483
94.01988805,-11.88179359,778.1994
94.01842843,-11.84991084,776.6492
94.01706365,-11.81776512,775.0976
94.01588581,-11.78531342,773.545
94.01489472,-11.75255562,771.991
94.01399798,-11.71953464,770.4358
94.01328766,-11.6862074,768.8794
94.01276355,-11.65257382,767.3217
94.01246825,-11.61872174,765.7629
94.01222387,-11.5845182,764.2029
94.01216516,-11.55000806,762.6416
94.01229193,-11.5151912,761.0791
94.0125547,-11.48019853,759.5155
94.01305186,-11.44476795,757.9508
94.01364183,-11.40907344,756.3848
94.01441652,-11.37307183,754.8177
94.01537572,-11.33676301,753.2495
94.01642722,-11.30019001,751.6801
94.01771198,-11.26317854,750.1096
94.01913151,-11.22599063,748.538
94.02069188,-11.18840717,746.9652
94.02247864,-11.15060393,745.3913
94.02431388,-11.1124481,743.8164
94.02642412,-11.07394116,742.2404
94.02867428,-11.03503822,740.6633
94.03105815,-10.99595827,739.0852
94.03358153,-10.95648212,737.506
94.03637896,-10.91665434,735.9258
94.03926656,-10.87656131,734.3446
94.04229296,-10.83607171,732.7623
94.04554391,-10.79536134,731.179
94.04889019,-10.75416621,729.5947
94.05246057,-10.71275007,728.0094
94.0560771,-10.67098021,726.4231
94.05996599,-10.62885781,724.8359
94.0640353,-10.58642608,723.2477
94.06824173,-10.54359692,721.6585
94.07262809,-10.50045818,720.0684
94.07705946,-10.45696516,718.4775
94.08176192,-10.41311892,716.8855
94.08660049,-10.36887473,715.2927
94.09161803,-10.32432045,713.699
94.09681431,-10.27945593,712.1044
94.10214596,-10.23419309,710.5089
94.10761269,-10.18853179,708.9125
94.11325741,-10.14255986,707.3154
94.1190799,-10.09627717,705.7173
94.12503671,-10.04959561,704.1184
94.13121897,-10.00247151,702.5187
94.13748681,-9.955079774,700.9183
94.14397955,-9.907245184,699.317
94.15060549,-9.85901115,697.715
94.15740762,-9.810465505,696.1122
94.16434244,-9.761520138,694.5087
94.17140966,-9.712174905,692.9044
94.17865231,-9.662517643,691.2995
94.18611806,-9.612416557,689.6937
94.19362414,-9.561958839,688.0873
94.20135272,-9.511056976,686.4802
94.20925565,-9.459842484,684.8724
94.21738046,-9.408183494,683.2641
94.22554453,-9.356167326,681.655
94.23392988,-9.303706333,680.0453
94.24244506,-9.250844109,678.4349
94.25113323,-9.197668502,676.824
94.25999827,-9.143959549,675.2124
94.26903573,-9.089936885,673.6004
94.27815838,-9.035424362,671.9877
94.28745289,-8.980597834,670.3745
94.29692296,-8.92523725,668.7607
94.3065643,-8.869562329,667.1464
94.3162896,-8.813396904,665.5316
94.32627653,-8.756872901,663.9163
94.33625589,-8.699902011,662.3006
94.34658714,-8.642528231,660.6843
94.35691023,-8.584707255,659.0676
94.36745011,-8.526438974,657.4505
94.37820644,-8.467723181,655.833
94.38904444,-8.408515691,654.215
94.40005113,-8.348992405,652.5967
94.41113891,-8.288977109,650.978
94.42244183,-8.228513578,649.3589
94.43391581,-8.167513565,647.7395
94.44551356,-8.106109033,646.1198
94.4572348,-8.044299829,644.4998
94.46916983,-7.982041626,642.8794
94.48118396,-7.919290357,641.2588
94.49341121,-7.856089703,639.6379
94.50571688,-7.79239563,638.0167
94.51814448,-7.728296032,636.3954
94.53083084,-7.663614166,634.7738
94.54354801,-7.598570675,633.152
94.55652319,-7.532944486,631.53
94.56952859,-7.46695636,629.9079
94.58279124,-7.40038511,628.2855
94.5960396,-7.333363537,626.6632
94.6095884,-7.265846483,625.0406
94.62321262,-7.197834396,623.418
94.63695594,-7.129415199,621.7952
94.6509106,-7.060323701,620.1723
94.66498368,-6.990824704,618.5495
94.67913085,-6.920829967,616.9266
94.69344202,-6.850294839,615.3037
94.7079609,-6.779307206,613.6808
94.72250877,-6.707735186,612.058
94.73726369,-6.635710277,610.4351
94.75213703,-6.563056056,608.8124
94.76712661,-6.489993112,607.1897
94.78223388,-6.416300462,605.5671
94.79754685,-6.342154124,603.9446
94.81288671,-6.267422296,602.3222
94.82843162,-6.192236402,600.7
94.84409275,-6.116419986,599.078
94.85991397,-6.040060961,597.456
94.87580499,-5.963203841,595.8344
94.89190103,-5.885670856,594.213
94.90811053,-5.807727538,592.5918
94.92443442,-5.729152678,590.9709
94.94078246,-5.64999086,589.3502
94.95742275,-5.570328601,587.7298
94.97404211,-5.489990855,586.1098
94.99086326,-5.409197084,584.4901
95.00779701,-5.327770771,582.8708
95.02475324,-5.245756603,581.2518
95.04195557,-5.163152775,579.6332
95.05926941,-5.079915791,578.0151
95.07664928,-4.996178579,576.3974
95.09414002,-4.911807851,574.7801
95.11183089,-4.826758414,573.1634
95.12958688,-4.741208224,571.5471
95.14740809,-4.654935732,569.9313
95.16538342,-4.568117127,568.3161
95.18346791,-4.480664025,566.7015
95.20166125,-4.392576234,565.0874
95.21996309,-4.303853562,563.474
95.23841786,-4.214584035,561.8612
95.25693579,-4.124591045,560.249
95.27556128,-4.033962615,558.6375
95.29429404,-3.942698565,557.0266
95.31313376,-3.850798714,555.4165
95.3321247,-3.75812943,553.8072
95.35117743,-3.664957424,552.1985
95.37029141,-3.571060853,550.5907
95.38960051,-3.476482499,548.9837
95.40888087,-3.381224487,547.3775
95.42835577,-3.285284313,545.7721
95.44793561,-3.188707096,544.1676
95.46757518,-3.091404417,542.564
95.48727418,-2.993376108,540.9613
95.50707734,-2.89471027,539.3595
95.52702861,-2.795273072,537.7587
95.54699435,-2.695243432,536.1589
95.56710767,-2.594442087,534.5601
95.58727911,-2.492914296,532.9624
95.60759756,-2.390614425,531.3656
95.62788449,-2.287633277,529.77
95.6483631,-2.18396802,528.1755
95.66885371,-2.079487412,526.5821
95.68949035,-1.974234054,524.9899
95.71013988,-1.868387214,523.3988
95.73088981,-1.761679025,521.8089
95.75173983,-1.654109298,520.2203
95.77260225,-1.545945741,518.6329
95.79356438,-1.436920368,517.0468
95.81467131,-1.32712133,515.462
95.8358339,-1.216594147,513.8786
95.85700662,-1.105250381,512.2965
95.87818932,-0.993089922,510.7158
95.89951619,-0.880155277,509.1365
95.92098712,-0.766446307,507.5586
95.9423332,-0.651877702,505.9822
95.96391202,-0.536488778,504.4073
95.98541123,-0.420328392,502.8339
96.00709744,-0.303259074,501.262
96.02870386,-0.185418136,499.6917
96.05045379,-0.066802238,498.123
96.07225599,0.052765474,496.5558
96.0940671,0.173150862,494.9904
96.1159303,0.294488256,493.4267
96.13784799,0.416555082,491.8647
96.15981768,0.539574076,490.3044
96.18188503,0.663456937,488.7459
96.20396124,0.788157789,487.1892
96.22595483,0.913853463,485.6343
96.24809191,1.040324762,484.0812
96.2702352,1.167836962,482.5301
96.29247633,1.296213307,480.9809
96.3147266,1.425407813,479.4335
96.33698321,1.555643357,477.8882
96.35920327,1.686785511,476.3449
96.38152163,1.818791898,474.8036
96.40384659,1.9518394,473.2644
96.4261354,2.085793514,471.7273
96.44856585,2.220746416,470.1923
96.47087171,2.356559795,468.6595
96.4932736,2.493460401,467.1289
96.51572894,2.631313671,465.6004
96.53814917,2.770073426,464.0743
96.56053122,2.909962683,462.5505
96.58292479,3.050669849,461.0289
96.60536952,3.192552605,459.5098
96.62773414,3.335430078,457.993
96.650154,3.479259906,456.4786
96.67258331,3.624130488,454.9666
96.69502245,3.770041744,453.4572
96.71733672,3.917035835,451.9503
96.73975048,4.065116644,450.446
96.76208646,4.214191578,448.9442
96.78443402,4.364306754,447.4451
96.80674735,4.515550543,445.9487
96.82902694,4.667922814,444.4549
96.85123074,4.821288627,442.964
96.87349087,4.975828899,441.4757
96.89562997,5.131450882,439.9903
96.9178731,5.288158479,438.5077
96.93995001,5.446035926,437.0281
96.96199681,5.605040809,435.5513
96.98401423,5.765172917,434.0776
97.00600303,5.926432026,432.6068
97.02791742,6.088906438,431.139
97.04980477,6.252507371,429.6743
97.07166595,6.417234564,428.2128
97.09340858,6.583264839,426.7544
97.11503758,6.750374465,425.2991
97.13668567,6.918744408,423.8472
97.15826461,7.088328008,422.3985
97.17968609,7.259078578,420.9531
97.20112974,7.431088515,419.5111
97.22237122,7.604353305,418.0724
97.24359448,7.778741819,416.6372
97.26466032,7.954519395,415.2054
97.28579981,8.131466299,413.7773
97.30669476,8.309755113,412.3527
97.32752956,8.489254637,410.9317
97.34825865,8.67005302,409.5144
97.36883645,8.852238408,408.1007
97.38935817,9.035633163,406.6908
97.40968856,9.220279028,405.2847
97.42996161,9.406356843,403.8825
97.45013606,9.593731136,402.4841
97.47007657,9.782443628,401.0896
97.4898745,9.972540147,399.6991
97.50966858,10.16397788,398.3127
97.52923348,10.35675215,396.9303
97.54866087,10.55090873,395.552
97.56786236,10.74640068,394.1779
97.58697296,10.94340867,392.808
97.60590843,11.14166214,391.4423
97.62470974,11.34151896,390.0809
97.64320207,11.54266228,388.7239
97.66165871,11.74523031,387.3714
97.67994412,11.94926465,386.0232
97.69792242,12.15480696,384.6796
97.71578099,12.36172547,383.3406
97.73333659,12.57015046,382.0061
97.75086788,12.77999635,380.6762
97.76805332,12.99143578,379.3512
97.78503733,13.204202,378.0309
97.80177102,13.41860636,376.7154
97.81835187,13.63447067,375.4048
97.83459615,13.85192518,374.0991
97.8506013,14.07079171,372.7984
97.86641384,14.29120415,371.5027
97.88198901,14.5132502,370.2122
97.89728552,14.73679413,368.9268
97.91225839,14.96192364,367.6466
97.92691031,15.18863776,366.3717
97.94138379,15.41689288,365.1021
97.95554214,15.64673056,363.8378
97.9693405,15.87823846,362.579
97.9828773,16.11123816,361.3258
97.99615262,16.34595188,360.078
98.00898448,16.58228661,358.8359
98.02151629,16.82019852,357.5994
98.03379637,17.05982103,356.3687
98.04569015,17.3009725,355.1438
98.05719797,17.54387501,353.9248
98.06837115,17.78843868,352.7116
98.07911968,18.03461649,351.5045
98.08954037,18.28245301,350.3034
98.09954075,18.53212434,349.1083
98.10917474,18.78331742,347.9194
98.11830141,19.0362971,346.7368
98.12711462,19.29093033,345.5606
98.13542754,19.54734756,344.3906
98.14334004,19.80537009,343.2271
98.15085405,20.0652195,342.0701
98.15778373,20.32680338,340.9197
98.16427564,20.59007722,339.7759
98.17042894,20.85508503,338.6388
98.1759602,21.12191196,337.5084
98.18096948,21.39037927,336.3849
98.1854592,21.66070833,335.2683
98.18948179,21.93280894,334.1586
98.19294497,22.20663441,333.056
98.1958037,22.48227203,331.9605
98.19811009,22.75963168,330.8722
98.19991611,23.0388457,329.7911
98.20108031,23.31973372,328.7174
98.20160571,23.6025168,327.651
98.20159352,23.88701602,326.5921
98.200852,24.17336239,325.5407
