ra,dec,d
82.08389633,20.03694474,311.1149
81.80161821,20.20673711,310.18
81.51738143,20.37763143,309.2539
81.23125295,20.54966208,308.3367
80.94312059,20.7227538,307.4284
80.65319813,20.89691343,306.5293
80.36125597,21.07223011,305.6392
80.06738727,21.24851785,304.7584
79.77144987,21.42591911,303.8869
79.4736263,21.60430389,303.0248
79.1738322,21.78373231,302.1721
78.87207052,21.96431996,301.3289
78.56819683,22.14584941,300.4953
78.26245104,22.328468,299.6714
77.95462838,22.51203895,298.8573
77.64479009,22.6965958,298.053
77.33284638,22.88219514,297.2586
77.0189184,23.06879016,296.4743
76.70288866,23.25629872,295.6998
76.38490451,23.44481297,294.9357
76.0646961,23.63427072,294.1817
75.74253553,23.82460521,293.4381
75.41826502,24.01595031,292.7048
75.09182818,24.20814167,291.982
74.763369,24.40127273,291.2696
74.43291969,24.59523994,290.5679
74.10022973,24.79011381,289.8769
73.76533031,24.98578876,289.1966
73.42851608,25.18234316,288.5271
73.08935777,25.37972264,287.8686
72.74828192,25.57785215,287.221
72.40487832,25.77681313,286.5844
72.05948698,25.97647156,285.9589
71.71184978,26.17689159,285.3446
71.36208468,26.3780317,284.7416
71.0101721,26.58000349,284.1499
70.65612543,26.78256506,283.5695
70.29983798,26.98576408,283.0006
69.94151399,27.18962564,282.4433
69.58095803,27.39413322,281.8975
69.21813016,27.59925815,281.3634
68.85321929,27.80488893,280.841
68.4862,28.01113786,280.3303
68.11686062,28.2178459,279.8315
67.74548941,28.42510942,279.3445
67.3718865,28.6329082,278.8696
66.9959989,28.84107452,278.4067
66.61811414,29.04970957,277.9559
66.23794651,29.25872402,277.5172
65.85569765,29.46815394,277.0907
65.47116457,29.6779754,276.6765
65.08454072,29.88808763,276.2745
64.69578404,30.09846459,275.885
64.30477399,30.30914939,275.5078
63.91170608,30.52004544,275.1431
63.5163759,30.73112616,274.7909
63.11898424,30.94243658,274.4512
62.71940465,31.15388078,274.1242
62.31775605,31.36543612,273.8098
61.91399525,31.57721711,273.5081
61.50799501,31.78898747,273.2191
61.10003933,32.00073304,272.9428
60.68983885,32.21249062,272.6794
60.2775932,32.42431515,272.4289
59.863261,32.63604466,272.1912
59.44679888,32.84765577,271.9664
59.02832834,33.05913503,271.7546
58.60788526,33.27053574,271.5558
58.18526728,33.48168628,271.3699
57.7606759,33.69265165,271.1972
57.33406747,33.90341156,271.0375
56.90540916,34.11380687,270.8908
56.47481426,34.32397064,270.7573
56.04216181,34.53380666,270.6369
55.60766694,34.74325143,270.5297
55.17128885,34.95228831,270.4357
54.73281839,35.16088115,270.3548
54.29247449,35.36897104,270.2872
53.85029213,35.57662116,270.2328
53.40632419,35.78375833,270.1916
52.96045706,35.99028827,270.1636
52.51265207,36.19619534,270.149
52.06311254,36.40156926,270.1476
51.61182318,36.60626062,270.1594
51.15857746,36.81023064,270.1845
50.70384765,37.01354665,270.2229
50.24728577,37.21600791,270.2745
49.78906896,37.41785067,270.3394
49.32904979,37.61876262,270.4177
48.86750529,37.81893115,270.5091
48.4043653,38.01812975,270.6138
47.93953026,38.21662238,270.7317
47.47324212,38.41402816,270.8629
47.00539999,38.61061325,271.0073
46.53594262,38.80615115,271.1649
46.06507881,39.00075861,271.3357
45.59275531,39.19421195,271.5197
45.11907658,39.38668142,271.7168
44.64384265,39.57812542,271.9271
44.16741445,39.76848819,272.1506
43.68964335,39.95759596,272.3871
43.21052186,40.14566985,272.6367
42.73007352,40.33257664,272.8994
42.24849949,40.51822934,273.1751
41.7657283,40.70276436,273.4638
41.28173323,40.88596304,273.7654
40.79672783,41.06796642,274.0801
40.31046438,41.24864152,274.4076
39.82327019,41.4280914,274.748
39.33501743,41.60614246,275.1012
38.84574856,41.78289226,275.4673
38.35562055,41.95840124,275.8462
37.86445907,42.13240357,276.2377
37.37247999,42.30505389,276.6421
36.87967254,42.47636313,277.059
36.38609603,42.64621371,277.4885
35.89174414,42.81461758,277.9307
35.39661042,42.98158662,278.3853
34.90085902,43.14719295,278.8525
34.40451243,43.31123061,279.332
33.90749243,43.47384098,279.8241
33.40987408,43.63491205,280.3285
32.91170136,43.79455372,280.8451
32.41305438,43.95265698,281.374
31.91393475,44.10923907,281.9152
31.41447174,44.26428886,282.4685
30.91466864,44.41782578,283.0338
30.41448922,44.5697732,283.6113
29.91397763,44.72024606,284.2008
29.41319242,44.86904549,284.8023
28.91234781,45.01636053,285.4157
28.41115095,45.16216588,286.0408
27.90997004,45.3063139,286.6779
27.40858567,45.44897151,287.3267
26.90710586,45.59004068,287.9872
26.40567616,45.72952334,288.6592
25.90430933,45.86744456,289.3429
25.40301781,46.00382946,290.0382
24.90178583,46.13860507,290.7448
24.40062841,46.27179611,291.4629
23.89969759,46.40341034,292.1924
23.39898488,46.53337631,292.9332
22.89853277,46.66181952,293.6852
22.39835659,46.78876722,294.4484
21.89842877,46.91404882,295.2228
21.39895087,47.03787587,296.0082
20.89990059,47.16007975,296.8046
20.40115876,47.28070123,297.6121
19.9030287,47.39974541,298.4304
19.40526426,47.51736361,299.2596
18.90813756,47.63336533,300.0995
18.4115305,47.74779068,300.9502
17.91562182,47.86076076,301.8116
17.42026608,47.97211505,302.6836
16.92565284,48.0820761,303.5662
16.43178421,48.19047621,304.4593
15.93854061,48.29735189,305.3628
15.44609172,48.40272869,306.2768
14.95446213,48.50663851,307.201
14.46367581,48.60911334,308.1356
13.97375073,48.70998527,309.0805
13.48471973,48.80948632,310.0354
12.99660458,48.90754867,311.0006
12.50957825,49.00420509,311.9757
12.02337145,49.09938753,312.9609
11.53815905,49.19312815,313.956
11.05411655,49.28546219,314.961
10.57112145,49.37642087,315.9759
10.08920566,49.46593685,317.0006
9.608247315,49.5540378,318.035
9.128563895,49.64086568,319.0792
8.650049542,49.72624934,320.1329
8.172861077,49.81042855,321.1962
7.696757245,49.89312327,322.269
7.221905857,49.97447296,323.3514
6.748167578,50.05460089,324.4431
6.275900067,50.13335941,325.5443
5.804963807,50.21087264,326.6548
5.335250316,50.28706295,327.7746
4.866938494,50.36197413,328.9036
4.400054953,50.4356398,330.0418
3.934473184,50.50807978,331.1891
3.470393516,50.57924121,332.3455
3.007691042,50.64914285,333.5109
2.546519155,50.71793116,334.6853
2.086648519,50.78540944,335.8688
1.628384792,50.85174095,337.061
1.171628467,50.91684335,338.2622
0.716375837,50.98084712,339.4721
0.262680681,51.04368613,340.6908
359.8106005,51.10529478,341.9182
359.359976,51.16578275,343.1543
358.9109834,51.22520175,344.3991
358.4635279,51.28346446,345.6524
358.0177876,51.34062434,346.9142
357.5736334,51.39669061,348.1846
357.1310884,51.45169391,349.4633
356.6902156,51.50556807,350.7506
356.2509983,51.55844079,352.0462
355.8134998,51.61024621,353.3501
355.3777869,51.6609191,354.6624
354.9436429,51.71065578,355.9828
354.5113306,51.75932096,357.3115
354.0806744,51.80701317,358.6484
353.6517422,51.85366585,359.9934
353.2245565,51.89930848,361.3464
352.799139,51.94397051,362.7076
352.3756626,51.98771247,364.0768
351.9536906,52.03047026,365.4539
351.5337522,52.07227208,366.839
351.1155648,52.11308363,368.232
350.6991493,52.15293286,369.6329
350.2844697,52.19194151,371.0415
349.8718084,52.22998425,372.458
349.460826,52.26711399,373.8822
349.0517512,52.30329939,375.3141
348.6445437,52.3386617,376.7538
348.2391307,52.37309863,378.2011
347.8356816,52.40667423,379.656
347.4341271,52.43928605,381.1185
347.0345094,52.47118391,382.5884
346.6366726,52.50213268,384.066
346.2407857,52.53219736,385.551
345.8467999,52.56149601,387.0434
345.4547978,52.58996344,388.5433
345.0646473,52.61758467,390.0505
344.6763652,52.64438453,391.565
344.290038,52.6702974,393.0868
343.9057601,52.69548187,394.6159
343.52347,52.71983059,396.1522
343.1429637,52.74341425,397.6957
342.7646974,52.76616619,399.2464
342.388098,52.78815651,400.8042
342.0136939,52.80945436,402.3692
341.6411367,52.82985903,403.9411
341.2706575,52.84957456,405.5201
340.9022016,52.86849032,407.1062
340.5357843,52.88663002,408.699
340.1711952,52.90405684,410.2989
339.8088161,52.92080185,411.9057
339.4483088,52.93665578,413.5194
339.0900386,52.95187514,415.1397
338.7335865,52.96633469,416.767
338.3792516,52.98015551,418.401
338.0269866,52.99322368,420.0416
337.6768048,53.00556143,421.689
337.328577,53.01713915,423.3431
336.9825992,53.02808186,425.0037
336.6384587,53.03825498,426.6709
336.2966787,53.04775202,428.3446
335.9568118,53.0566587,430.0249
335.6189963,53.06468805,431.7116
335.2834851,53.07219119,433.4048
334.9498682,53.07902655,435.1044
334.6183398,53.08504597,436.8102
334.2890976,53.0904637,438.5225
333.9618746,53.09518959,440.241
333.6368191,53.09929901,441.9657
333.3140342,53.10272977,443.6967
332.9931621,53.10547067,445.4339
332.6745811,53.10757233,447.1772
332.3580681,53.10907903,448.9266
332.0438253,53.10984667,450.682
331.7315336,53.10999871,452.4435
331.4216668,53.10950852,454.2109
331.1138665,53.10835884,455.9843
330.8082757,53.10662697,457.7635
330.5048682,53.10419153,459.5486
330.2037866,53.10113102,461.3395
329.9048055,53.09748337,463.1362
329.6080336,53.09318651,464.9386
329.3134791,53.08825823,466.7468
329.0211214,53.08257582,468.5605
328.7310256,53.07643746,470.3799
328.4432728,53.06964203,472.2047
328.157637,53.06222288,474.0352
327.8743595,53.05418135,475.871
327.5933182,53.04547194,477.7124
327.3145437,53.03625203,479.5591
327.0379969,53.02625666,481.4111
326.7637293,53.01578376,483.2684
326.4917246,53.00470879,485.1309
326.2220962,52.99297159,486.9987
325.9547431,52.98066482,488.8716
325.6897789,52.96772851,490.7496
325.4271007,52.95425453,492.6326
325.1666972,52.94011727,494.5206
324.9085748,52.92533199,496.4136
324.6529877,52.91004647,498.3115
324.399568,52.89407743,500.2142
324.1485686,52.87757263,502.1217
323.8998704,52.86048038,504.034
323.6535892,52.84274131,505.9509
323.4097303,52.82437047,507.8726
323.1680739,52.80552963,509.7988
322.92896,52.78601256,511.7295
322.6921677,52.76598048,513.6648
322.4578061,52.74523305,515.6045
322.2258928,52.72406722,517.5484
321.9962984,52.70214535,519.4969
321.7691524,52.67969133,521.4495
321.5444569,52.65671895,523.4064
321.3222105,52.63310045,525.3673
321.1024167,52.60884929,527.3325
320.8849633,52.58405002,529.3017
320.6699681,52.55864409,531.2748
320.457434,52.53278587,533.2519
320.2473615,52.5062054,535.2329
320.0397536,52.4790567,537.2178
319.8346119,52.45135227,539.2063
319.6320544,52.42303436,541.1987
319.4318483,52.39425547,543.1945
319.2342317,52.36474628,545.1942
319.0389722,52.33465821,547.1972
318.8464151,52.30407711,549.2038
318.6561029,52.27286813,551.2138
318.4683806,52.24111732,553.2271
318.2832542,52.20869509,555.2438
318.1004874,52.1757502,557.2637
317.920429,52.14222901,559.2869
317.7427373,52.10806545,561.3131
317.5676343,52.0734159,563.3424
317.3950172,52.03807667,565.3748
317.2249868,52.00227267,567.4101
317.0574416,51.96579958,569.4484
316.8924907,51.92874109,571.4895
316.7301329,51.89110736,573.5334
316.5701381,51.85290148,575.5799
316.4127336,51.81413962,577.6293
316.2580374,51.77476463,579.6812
316.1058199,51.73477868,581.7358
315.955959,51.69425719,583.7927
315.8088005,51.65315043,585.8522
315.6642352,51.611393,587.9141
315.5221404,51.56905981,589.9784
315.3826194,51.52623418,592.045
315.2455784,51.4827084,594.1138
315.111226,51.43864101,596.1848
314.9794533,51.3939651,598.2579
314.8501361,51.34875408,600.3332
314.7232876,51.30287449,602.4105
314.599113,51.25648502,604.4898
314.4775039,51.20951766,606.5712
314.3583527,51.1619038,608.6543
314.2417592,51.11372625,610.7393
314.1276161,51.06491589,612.8263
314.0162459,51.01556694,614.9148
313.9073171,50.9655986,617.0052
313.8008254,50.91501705,619.0973
313.6968681,50.86390472,621.191
313.5954597,50.81212701,623.2863
313.4965752,50.75983061,625.3833
313.400108,50.70694464,627.4816
313.306396,50.65342335,629.5816
313.2148686,50.59931064,631.683
313.1259637,50.54463733,633.7857
313.0395751,50.48933187,635.89
312.9557963,50.43347626,637.9956
312.8741797,50.37704843,640.1025
312.7951823,50.31993922,642.2108
312.7186543,50.26235731,644.3203
312.6445124,50.20408924,646.4311
312.5728488,50.14521634,648.5432
312.503536,50.08580584,650.6565
312.4366878,50.02579834,652.7709
312.3721764,49.96526063,654.8866
312.3101154,49.90413316,657.0035
312.2504,49.84234181,659.1215
312.1929999,49.78003022,661.2406
312.1379313,49.71706094,663.3609
312.0852835,49.65351451,665.4823
312.0348085,49.58951927,667.6048
311.9867626,49.52481185,669.7285
311.9409942,49.45959794,671.8533
311.8973994,49.39380205,673.9792
311.8561863,49.32744153,676.1062
311.8171312,49.26050323,678.2343
311.7802266,49.19298898,680.3636
311.7455598,49.12497846,682.494
311.7131468,49.05633295,684.6255
311.6827411,48.98717886,686.7582
311.6545729,48.91739272,688.8921
311.6284909,48.84717862,691.0271
311.604511,48.77639732,693.1634
311.5825307,48.70497183,695.3008
311.5626123,48.63312149,697.4395
311.5447714,48.56070674,699.5794
311.5288817,48.48779062,701.7207
311.5149352,48.41437374,703.8632
311.5029239,48.34045658,706.0071
311.4928638,48.26589918,708.1523
311.4846985,48.19098265,710.2989
311.478444,48.11556683,712.4471
311.473882,48.03963601,714.5966
311.471215,47.96320611,716.7477
311.470318,47.88633939,718.9002
311.4710906,47.80895764,721.0544
311.4735015,47.73120112,723.2102
311.4777758,47.65294504,725.3676
311.4836732,47.57431369,727.5267
311.4910943,47.49522861,729.6876
311.500124,47.41576755,731.8502
311.5106634,47.33585194,734.0147
311.5226818,47.25562177,736.1812
311.536196,47.17493604,738.3495
311.5511758,47.09393465,740.5197
311.5676143,47.01261699,742.692
311.5852079,46.93088873,744.8664
311.6042476,46.84884292,747.0429
311.6246129,46.76654131,749.2216
311.6460928,46.68396768,751.4024
311.6687957,46.60105887,753.5856
311.6927159,46.51781414,755.7711
311.717712,46.43443585,757.9589
311.7438015,46.35078277,760.1492
311.7708666,46.26691682,762.342
311.7989029,46.1828373,764.5372
311.8278838,46.09868412,766.735
311.857737,46.01423815,768.9354
311.8885266,45.92971716,771.1384
311.9200469,45.84510542,773.3442
311.9522948,45.76040237,775.5527
311.9853784,45.67554458,777.7639
312.0189607,45.59072006,779.978
312.0532618,45.50580256,782.1949
312.0880572,45.42091742,784.4147
312.1234555,45.33600124,786.6374
312.159234,45.25117959,788.8631
312.1953915,45.16645218,791.0918
312.2319473,45.08167803,793.3234
312.2688593,44.99713817,795.558
312.3059482,44.91267732,797.7958
312.3433922,44.82845031,800.0366
312.3807943,44.74442849,802.2805
312.4184621,44.66056278,804.5275
312.4559804,44.57696558,806.7776
312.4936565,44.49358772,809.0307
312.5312543,44.41069665,811.287
312.5687257,44.32793372,813.5465
312.606014,44.24572135,815.809
312.643052,44.16384178,818.0746
312.6799301,44.08237252,820.3433
312.7163471,44.00136374,822.6151
312.7525016,43.92082947,824.8899
312.7881818,43.84089731,827.1678
312.823303,43.76149064,829.4486
312.8579566,43.68268708,831.7324
312.8919513,43.60447379,834.0191
312.9252728,43.52699219,836.3088
312.9580312,43.45017908,838.6013
312.9898425,43.3740087,840.8966
313.0209746,43.29871269,843.1947
313.0510633,43.22412475,845.4955
313.0803761,43.15047642,847.7988
313.1086551,43.07753765,850.1048
313.1358696,43.00559086,852.4134
313.1621298,42.93457283,854.7243
313.1870562,42.86445857,857.0377
313.2108288,42.79540254,859.3534
313.233453,42.72740546,861.6713
313.2546551,42.6603785,863.9914
313.2746149,42.59447594,866.3136
313.2931291,42.52982658,868.6377
313.3101336,42.46621353,870.9638
313.3257035,42.40385496,873.2918
313.3397575,42.34267472,875.6214
313.3520933,42.2828016,877.9527
313.3629067,42.22424861,880.2857
313.3719261,42.16692694,882.62
313.3792263,42.11105445,884.9557
313.3848293,42.05649056,887.2928
313.3884301,42.00342795,889.6311
313.3902402,41.95173838,891.9705
313.3902469,41.90156268,894.311
313.3881794,41.8528116,896.6524
313.3841112,41.80570242,898.9946
313.3779772,41.76001735,901.3377
313.3699532,41.71590929,903.6815
313.3596482,41.67349346,906.0259
313.3471855,41.63256421,908.3709
313.3326369,41.59333823,910.7164
313.3159192,41.55573791,913.0624
313.2968467,41.51974951,915.4087
313.2755927,41.48552525,917.7554
313.2520734,41.45298704,920.1023
313.2262049,41.42205657,922.4495
313.1980564,41.39294975,924.797
313.1674582,41.3655111,927.1446
313.134581,41.33989227,929.4923
313.0993569,41.31587355,931.8402
313.0616659,41.29365727,934.1883
313.0215072,41.27324089,936.5364
312.9790846,41.25449418,938.8847
312.9341068,41.23746498,941.2332
312.8868441,41.2222406,943.5817
312.8371247,41.20866395,945.9306
312.7849282,41.19687249,948.2796
312.7303541,41.1867992,950.629
312.6735017,41.17837715,952.9786
312.6142648,41.17166632,955.3286
312.5525552,41.16658564,957.6791
312.4885556,41.16314513,960.0302
312.4222613,41.16134091,962.3818
312.3535837,41.1610915,964.734
312.2828075,41.16234387,967.0871
312.2097214,41.16522024,969.4411
312.134526,41.16959021,971.7961
312.057132,41.17537195,974.1522
311.9777205,41.18257593,976.5095
311.8962856,41.19119797,978.8681
311.8128412,41.20109323,981.2283
311.7275684,41.21227268,983.5899
311.6404611,41.2247323,985.9532
311.55143,41.23838992,988.3184
311.4608637,41.2531321,990.6856
311.3686736,41.2688771,993.0549
311.2749371,41.28569937,995.4262
311.1796697,41.30345475,997.8001
311.0831575,41.32209386,1000.1762
310.9855,41.34155174,1002.555
310.8866099,41.36174701,1004.9364
310.7867746,41.38263173,1007.3207
310.6860125,41.40406316,1009.7077
310.5845073,41.42605621,1012.0977
310.4822786,41.44846869,1014.4908
310.379511,41.47131636,1016.8869
310.276518,41.49441399,1019.2862
310.1731346,41.51760297,1021.6888
310.0697106,41.54105875,1024.0945
309.9662115,41.56442164,1026.5036
309.8630127,41.58772834,1028.9159
309.7602206,41.61091895,1031.3315
309.6578613,41.63385454,1033.7503
309.5562303,41.65649462,1036.1724
309.455355,41.67870112,1038.5975
309.3555583,41.70029478,1041.0259
309.2569249,41.72135823,1043.4573
309.1595912,41.74169424,1045.8916
309.063883,41.76112564,1048.3287
308.9697789,41.77979659,1050.7686
308.8775251,41.79745108,1053.2111
308.7875299,41.81399385,1055.656
308.6996118,41.82941001,1058.1032
308.6140997,41.84352505,1060.5525
308.5311882,41.85636488,1063.0038
308.4510469,41.86759572,1065.4568
308.3738152,41.87752389,1067.9114
308.2996915,41.88567618,1070.3674
308.2288425,41.89221942,1072.8246
308.161411,41.89696044,1075.2829
308.0975913,41.89992641,1077.7419
308.0373381,41.90090295,1080.2016
307.9811409,41.89987919,1082.6617
307.9288965,41.89692013,1085.1219
307.8807753,41.89169248,1087.5823
307.8368315,41.88442173,1090.0427
307.7974221,41.87479576,1092.5028
307.7623327,41.86293711,1094.9626
307.7318602,41.84881244,1097.422
307.705955,41.83220482,1099.8808
307.6847745,41.81327879,1102.339
307.6683462,41.79189713,1104.7965
307.656746,41.76814256,1107.2534
307.6499202,41.74179593,1109.7095
307.6479131,41.71307846,1112.1649
307.650856,41.68179171,1114.6198
307.6584168,41.6481119,1117.0742
307.6708035,41.61192019,1119.5281
307.6878985,41.57327387,1121.9818
307.7097699,41.5322515,1124.4353
307.7360333,41.48880676,1126.8889
307.7668342,41.44309802,1129.3428
307.801866,41.39515895,1131.7971
307.8411156,41.34498564,1134.2521
307.8843547,41.29269197,1136.7081
307.9314623,41.23833256,1139.1655
307.9822889,41.18210165,1141.6243
308.0364495,41.12395172,1144.0848
308.0938743,41.06415768,1146.5476
308.1541798,41.00267246,1149.0127
308.2171914,40.93983065,1151.4805
308.2826064,40.87566641,1153.9511
308.350017,40.81027395,1156.4249
308.4192533,40.7439892,1158.9021
308.4900172,40.67684798,1161.3828
308.5618789,40.60908646,1163.8673
308.6344118,40.54094181,1166.3555
308.7074022,40.47253253,1168.8478
308.7803226,40.40415743,1171.344
308.8528589,40.33599666,1173.8442
308.9247777,40.26831109,1176.3484
308.9954022,40.20124272,1178.8564
309.0645038,40.13505434,1181.3682
309.1316728,40.06998967,1183.8836
309.1963977,40.00635361,1186.4022
309.2584816,39.94427093,1188.924
309.3172093,39.8841688,1191.4485
309.3724913,39.82611271,1193.9755
309.4238233,39.7704101,1196.5045
309.4708854,39.71738795,1199.0351
309.5132254,39.66707406,1201.567
309.5503426,39.61977666,1204.0998
309.5822034,39.57578095,1206.6331
309.6084347,39.53519371,1209.1663
309.6285352,39.49832213,1211.6993
309.6424147,39.46522998,1214.2315
309.6498001,39.43596137,1216.7627
309.6504464,39.41091916,1219.2926
309.6440766,39.39014531,1221.8211
309.6307201,39.3734984,1224.3478
309.6100466,39.36129811,1226.8728
309.5822371,39.35355926,1229.396
309.546926,39.35023886,1231.9176
309.5043917,39.35128837,1234.4376
309.4546259,39.3566998,1236.9563
309.3975392,39.36638421,1239.4739
309.3334804,39.38036924,1241.9908
309.2626648,39.39838255,1244.5076
309.1851001,39.42027175,1247.0246
309.1013618,39.44580208,1249.5424
309.0117146,39.47491985,1252.0616
308.9166033,39.50709124,1254.5827
308.8163191,39.54212304,1257.1064
308.7117242,39.57974304,1259.6332
308.6031384,39.61962049,1262.1636
308.4911962,39.66124639,1264.6981
308.3767954,39.70421497,1267.2371
308.2604473,39.74822181,1269.7809
308.1431899,39.79266764,1272.3299
308.0256485,39.83719436,1274.8839
307.9087675,39.88126895,1277.4432
307.7933149,39.92434052,1280.0073
307.680324,39.96596378,1282.5762
307.5708614,40.00555762,1285.1493
307.4655773,40.04277967,1287.7262
307.3655766,40.07691514,1290.3063
307.2718817,40.10767127,1292.8888
307.1852106,40.13443319,1295.4729
307.1064064,40.15688883,1298.0579
307.0364481,40.17452893,1300.6428
306.9759193,40.18693835,1303.227
306.9255536,40.19386345,1305.8096
306.8861112,40.19490979,1308.3901
306.8578157,40.18997195,1310.9678
306.8413107,40.17870883,1313.5426
306.8367315,40.16092765,1316.1141
306.8442524,40.13665279,1318.6825
306.8638583,40.10588178,1321.248
306.8953446,40.06858533,1323.8108
306.9384404,40.02500977,1326.3718
306.9926877,39.97537541,1328.9316
307.0575184,39.91995852,1331.4913
307.1322563,39.85909207,1334.0519
307.2156205,39.79331971,1336.6145
307.3068023,39.7231728,1339.1804
307.4044227,39.6492564,1341.7504
307.5072341,39.57248041,1344.3256
307.6135881,39.49349389,1346.9068
307.7219999,39.4131129,1349.4945
307.8308361,39.33249745,1352.0889
307.9381725,39.25249111,1354.6902
308.0424317,39.17412682,1357.2978
308.141689,39.09840073,1359.9111
308.234262,39.02655623,1362.5291
308.3182769,38.95946013,1365.1506
308.3920208,38.89814359,1367.7742
308.4539663,38.8436603,1370.3984
308.5027169,38.79686431,1373.0216
308.5369771,38.75854812,1375.6425
308.5555749,38.72930105,1378.2596
308.5575852,38.70980784,1380.8723
308.5426111,38.70030802,1383.48
308.5100624,38.70101311,1386.0824
308.4600009,38.7119886,1388.6801
308.3927323,38.7328933,1391.2739
308.3090874,38.76344169,1393.8653
308.2098907,38.80284362,1396.4558
308.0965266,38.85022916,1399.0475
307.970765,38.90463131,1401.6424
307.8348223,38.9647104,1404.2425
307.6911633,39.02887648,1406.8495
307.5425262,39.09565282,1409.4647
307.3920127,39.16326009,1412.0888
307.2428845,39.22973652,1414.7218
307.0984782,39.29335774,1417.3631
306.9625011,39.35210091,1420.0112
306.8382949,39.40405227,1422.6639
306.7290838,39.44750676,1425.3189
306.6383573,39.48087103,1427.9736
306.5684601,39.50269234,1430.6251
306.5218769,39.51167611,1433.2713
306.5003027,39.50706326,1435.9105
306.5046959,39.48834642,1438.542
306.5354854,39.45515132,1441.1662
306.5919511,39.40794422,1443.7842
306.6728484,39.34732632,1446.3985
306.775575,39.27450272,1449.0123
306.8971482,39.19112819,1451.629
307.0335005,39.09922262,1454.2521
307.1800094,39.00138964,1456.8845
307.3312135,38.90050068,1459.5281
307.4815446,38.79979207,1462.1836
307.6251064,38.7026242,1464.85
307.7557785,38.6124228,1467.525
307.8678744,38.5325409,1470.2048
307.9560221,38.46630822,1472.8851
308.015608,38.41650344,1475.5613
308.0430328,38.38530328,1478.2297
308.0355366,38.37410959,1480.8877
307.9921221,38.38386784,1483.5347
307.9131005,38.41408101,1486.1724
307.8004213,38.4634961,1488.8046
307.6579249,38.52985783,1491.4363
307.4911223,38.60982497,1494.0735
307.3069247,38.69916877,1496.7213
307.1140139,38.7929798,1499.3837
